id,sona,hierarhia_id,sort
3615,Ussisõnad (Kalevip.),1804,2
3616,Ussi seisatamise sõnad,1804,2
3617,Uurijale,1086,2
3618,Unenägu,464,2
3619,Unenägu.,464,2
3620,Uni ei anna uut kuube,1158,2
3621,Uni tuleb uksest,1846,2
3622,ussisõnad,1804,2
3623,Riisisõnad,1805,2
3624,Riis,1805,2
3625,Rauasõnad,2158,2
3626,Raud,2158,2
3627,Ranna elu,1389,2
3628,Ranna neiud,1600,2
3629,Anne sõim,1789,2
3630,Sajatus,1073,2
3631,Saksad ahju,642,2
3632,Saksad põrgu!,348,2
3633,Saksad põrgusse,348,2
3634,Saksad põrgu,348,2
3635,Saksa lapsed,1059,2
3636,Saksalapsed - sandid lapsed,1059,2
3637,Saksa sajatus,1668,2
3638,Saks sõidab saaniga,1136,2
3639,Sakste sajatas,1668,2
3640,Sakste sajatus,1668,2
3641,Salaja neiusid vaatlemas,988,2
3642,Sala neidusid vaatlemas,988,2
3643,Sala neidu vaatlemas,988,2
3644,Sala neiusid vaatamas,988,2
3645,Sala neiusid vaatlemas,988,2
3646,Sala neiut vaatlema,988,2
3647,Sala neiut vaatamas,988,2
3648,Sala neiut vaatlemas,988,2
3649,Onnimanni,326,2
3650,Kaare alt laast,1221,2
3651,Kaare alt loost,1221,2
3652,Kaarli sõim,1789,2
3653,Kadride sajatus,205,2
3654,Kadri kaebamine,337,2
3655,Kas tohib tuppa tulla,1510,2
3656,Kas tohin tubaje tulla,1510,2
3657,Kas tohib tuppa tulla?,1510,2
3658,Karja koju oodatakse,1261,2
3659,Karjane uinub,1029,2
3660,Kandletegemine,385,2
3661,Kandle tegemine,385,2
3662,Kandli tegemine,385,2
3663,Kandlitegemine,385,2
3664,Kange mees hoopleb,2159,2
3665,Kangemees hoopleb,2159,2
3666,Kange mees kiitleb,2159,2
3667,Roos,2040,2
3668,Roosisõnad,2040,2
3669,Roosi sõnad,2040,2
3670,Roosisõna,2040,2
3671,Rooste rookimine,638,2
3672,Roostetanud hääl,497,2
3673,Ronk,1258,2
3674,Rõõmus soldat,852,2
3675,Rattad jooksvad raha,1799,2
3676,Ratas - raha,1799,2
3677,Ratasraha,1799,2
3678,Ratas raha,1799,2
3679,Raha,1034,2
3680,Rattad veeretavad raha,1607,2
3681,Riiga ristima,1204,2
3682,Rannaelu,1389,2
3683,Rannaneiud mustad.,809,2
3684,Rannaneiud mustad,809,2
3685,Rannanaised,1600,2
3686,Kotkas kaare alt,1221,2
3687,Kotkas kaare all,1221,2
3688,"Kotkas kaare all, laast, ait",1221,2
3690,Kotkas,1221,2
3691,Krapp,347,2
3692,Kaugele mehele,1754,2
3693,Kaevu kosija,8,2
3694,Meie mehed kui metsapullid,733,2
3695,Kuulsad poisid,2161,2
3696,Ühes sööme - ühes joome,2162,2
3697,Peksuhaavade vihtlemine,1570,2
3698,Peks,2148,2
3699,Poiste poomine,652,2
3700,Poisi poomine,652,2
3701,Laenatud reega kosja,2163,2
3702,Peiu matus ja neiu matus,887,2
3703,Poisi ja tüdruku matus,887,2
3704,Parmu matused,516,2
3705,Poisi ja neiu matmine,887,2
3706,"Kui teaks, kus neiud magavad",2164,2
3707,Kui teaks kus neiud magavad,2164,2
3708,Külapoiste jäljed,2165,2
3709,"Oleks tiivad, lendaks neiude juure",2166,2
3710,"Pole ehteid, neiud põlgavad",1976,2
3711,Pidin Pillele minema,1161,2
3712,Poiss tõuseb päiksega,1209,2
3713,Puhas poiss,1451,2
3714,Puhas pois,1451,2
3715,Puhas noormees,1451,2
3716,Neiude keskel soe,2143,2
3717,Neidude keskel soe,2143,2
3718,Neiude keskel soe olla,2143,2
3719,Neiude juures soe,2143,2
3720,Neiude vahel soe,2143,2
3721,Neiude vahel soe olla,2143,2
3722,Neiu juures soe,2143,2
3723,"Maksa enne neiu võlg, siis võta naine",2167,2
3724,Miks naine võtmata jäänud,1865,2
3725,"Maad madalad, naine võtmata",1865,2
3726,Maad madalad - naine võtmata,1865,2
3727,Võtaks naise - kardab,506,2
3728,Võtaks - kardan kätkit,506,2
3729,Võtaks naise - kardab kurja,938,2
3730,Võtaks - kardab kurja,938,2
3731,Võtaks naise,938,2
3732,Võtaks naise - kardab kurge,506,2
3733,Võtaks naise kardab kurja,938,2
3734,"Võtaks naise, kardab kurja",938,2
3735,Võtaks naise kardab kätkit,506,2
3736,"Võtaks naise, kardab lapsi",506,2
3737,"Võtaks naise, kardab last",506,2
3738,Naise tegemine,2169,2
3739,Poissmehepõlve kiitus,2170,2
3740,Vanapoisid müürile magama,914,2
3741,Vanamehe kohus surra,1671,2
3742,Vald vaene - palju vanapoisse,2171,2
3743,Iluaeg,2173,2
3744,Poisi ja neiu laulmine,2174,2
3745,Pakkus sõrmust,2175,2
3746,Puhas kui puurilind,2176,2
3747,Neiud kaklevad,1152,2
3748,Vihased neiud,1871,2
3749,Mõisameeste armuke,2177,2
3750,Pealt näha neiu,1299,2
3751,Maias meeste peale,801,2
3752,Neiu kutsub,756,2
3753,Neiu kutsub poisi enda juurde,756,2
3754,Kutsub poisid metsa,756,2
3755,Kardab kätkit,506,2
3756,Teiste naerda jäänud,1167,2
3757,Vald vaene - palju vanatüdrukuid,1830,2
3758,Palju vanatüdrukuid,1830,2
3759,Müürile magama,914,2
3760,Vana vainule,1673,2
3761,Pruudiotsija,753,2
3762,Kellest neist paar saab,1860,2
3763,Kellest meist paar saab,1860,2
3764,Kellest paar saab,1860,2
3765,Saaremaa põlemine,2178,2
3766,Saaremaa põleb,2178,2
3767,Neli (neitsit) neiut,518,2
3768,Öösel uksi,449,2
3769,Ratssäng,492,2
3770,Ootamine,2179,2
3771,"Mõtelge, neiud, minule",2180,2
3772,Võtaks ilusa naise,2133,2
3773,"Pane tütred mehele, siis saan naise",2181,2
3774,Neiupaelad,982,2
3775,Neiu paelad,982,2
3776,Neiusid vaatamas,988,2
3777,Oleks neiu teada,2182,2
3778,Pane see tütar minule!,994,2
3779,Pane tütar mehele!,994,2
3780,Pange tütar mehele,994,2
3781,Pange tütar minule,994,2
3782,Neiu süda teadmata,2105,2
3783,Paljakas,1941,2
3784,Paljakas naine,1941,2
3785,Paljas,1941,2
3786,Kardab kurja,2183,2
3787,Kardab kurja naist,2183,2
3788,Karda kurja!,2183,2
3789,Tunnen tuima neiu,1117,2
3790,Ära võta rikast,2137,2
3791,Vahelt vaene.,538,2
3792,Vahelt vaene - must naine,538,2
3793,Vallast vaene,1623,2
3794,"Võõras ütleb, võta naine",2183,2
3795,"Võõras ütles, võta naine",2183,2
3796,Võõras ütles: võta naine,2183,2
3797,"Kes võtab, võib elada ?",2184,2
3798,Palju püütud,917,2
3799,Paljupüütud neiu,917,2
3800,Palju püütud neiu,917,2
3801,Palju püütud hea kuhjalooja,917,2
3802,Palju püütud kuhja looja,917,2
3803,Palju püütud kuhjalooja,917,2
3804,Mihkli sõim,1789,2
3805,Poisid põlgvad,1074,2
3806,Poisid põlgvad karsket tüdrukut,1074,2
3807,"Poisid põlgvad, pole ehteid",1074,2
3808,Pole ehteid - poisid põlgvad,1074,2
3809,Neiud öösel nõia juures,2185,2
3810,Mängin mätastega,1494,2
3811,Mahajäetud neiu,2186,2
3812,Mahajäetud neiu.,2186,2
3813,Mahajäetud tüdruk,2186,2
3814,Mahajäetud neiu kaebtus.,2186,2
3815,"Sulle laisk, mulle virk naine",2187,2
3816,Las mind olal osjake,1912,2
3817,Ei saa teile naist,1506,2
3818,Kaugelt tulevad paremad,446,2
3819,Neiunälg,1518,2
3820,Peig alles kätkis,500,2
3821,Oleks peiu,2188,2
3822,Oleks peiu teadval,2188,2
3823,Poistest pole puudu,2189,2
3824,"Ootab naisi surema, et mehele saaks",2190,2
3825,Neiud ootavad naiste surma,2190,2
3826,Neiud ootavad poiste surma,2190,2
3827,Neiu soovib naistele surma,2190,2
3828,"Kui peig teaks, tuleks järele",1784,2
3829,Kui peiu teaks,1784,2
3830,"Kui peiu teaks, et teol olen",1784,2
3831,Neiud vanaks läinud,2191,2
3832,Neidude hulk laiali,673,2
3833,Neiude hulk laiali,673,2
3834,Neiudehulk laiali,673,2
3835,Neiu hulk laiali,673,2
3836,"Neiu läbeb sellele, kellele loodud",1856,2
3837,"Neiu läheb, kellele loodud",1856,2
3838,"Neiu läheb, kuhu loodud",1856,2
3839,Ära pane paiga tõttu,2192,2
3840,Lust minna lonkurile,1655,2
3841,Lust minna lombakule,1655,2
3842,Lust minna luukarile,1655,2
3843,Lust on minna lonkurile,1655,2
3844,Kehvale mehele,2193,2
3845,Kehvale mehele.,2193,2
3846,Ei taha tallipoissi,1526,2
3847,Neiu tahab saksale.,2194,2
3848,Neiu tahab saksale,2194,2
3849,Ära müü mölderile,553,2
3850,Ärge naerge poisse,896,2
3851,Neiude saatus,708,2
3852,Neiude tundmatu saatus,708,2
3853,Neiude tundmata saatus,708,2
3854,Neiu tundmata saatus,708,2
3855,Käi kenasti,2195,2
3856,Virkuse õpetus neiule,954,2
3857,Virkuse õpetas,954,2
3858,Katsu peiu kombeid,2196,2
3859,Mine mustale mehele,808,2
3860,Mustale mehele,1851,2
3861,Hoiatas valge mehe eest,330,2
3862,Hoiatus valge mehe eest,330,2
3863,"See neidu tulgu mulle, kellel siidist sõrmed",2207,2
3864,Uhke poisi pilge,2212,2
3865,Uhke poisi pilkelaul,2212,2
3866,Pääsukese laul,1,2
3867,Pääsukeselaul,1,2
3868,Pääsuke,1,2
3869,Vara vaeslapseks,676,2
3870,Vara vaeslapseks.,676,2
3871,Vara vaeslapseks jäänud,676,2
3872,Varane vaeslaps,810,2
3873,Varajane vaeslaps,810,2
3874,Üle vihm,618,2
3875,Vend kasvatab sõsarat,2146,2
3876,Vend kasvatab õde,2146,2
3877,Õhtul neiu juurde,2238,2
3878,Vaeselapse tundemärgid,965,2
3879,Poisid juudaste lävel,1900,2
3880,Juudaste lävele,1900,2
3881,Juudaste lävel,1900,2
3882,Juudaste ja jumalate lävel,1900,2
3883,Laiska neiut kosimas,999,2
3884,Hoiatus ilusa mehe eest,1851,2
3885,Kubjas kutsumata,2254,2
3886,Kubjas põrgu,957,2
3887,Kubjas ära löö,1833,2
3888,"Kubjas, ära löö",1833,2
3889,"Ära löö, kubjas",1833,2
3890,"Kubjas, ära löö!",1833,2
3891,Kubjas ära peksa,1833,2
3892,"Kubjas, ära peksa",1833,2
3893,Kurjale mehele,1956,2
3894,"Ei hooli neist poistest, ootab kaugelt",446,2
3895,Neiu ootab kaugelt ilusat kosilast,446,2
3896,Neiu ootab kaugelt kosilast,446,2
3897,Neiu ootab kaugelt meest,446,2
3898,Ootab kaugelt kosilast,446,2
3899,Üks kinnas kirstus,550,2
3900,"Peig künnab, neiu marjal",790,2
3901,"Peiu külvab, neiu marjal",790,2
3902,"Peiu kündmas, neiu marjal",790,2
3903,"Peiu künnab, neiu marjal",790,2
3904,"Poiss künnab, neiu marjal",790,2
3905,Kus olid kui otsisin,2264,2
3906,Kubja peksja,2267,2
3907,Oma poiste kiitus,604,2
3908,Oma poiste kiitus.,604,2
3909,Kaasikutel pikad karvad,1986,2
3910,Poiste pilge,2273,2
3911,Kuri kodu,1293,2
3912,Karjasel kuri kodu,1293,2
3913,Kuri kodu.,762,2
3914,Kuri kodu?,762,2
3915,Hää ja kuri kodu,2289,2
3916,Õhtu ja hommik,2290,2
3917,Õhtu ja mure,573,2
3918,Põrgu mõis,1763,2
3919,Põrgu mõisa,1763,2
3920,Ilus mets.,2295,2
3921,Ilus mets,2296,2
3922,Mann läks metsast marju tooma,734,2
3923,Loomad ja mets,2297,2
3924,Memm läks metsast marju tooma,734,2
3925,Mets neidude vahel,1054,2
3926,Pulmad metsas.,1446,2
3927,Hobu ja härg,1331,2
3928,3 õue,791,2
3929,Kell üks - kaks,2310,2
3930,Kellalöögid 1-11-ni,2310,2
3931,Kell üks,2310,2
3932,Liiri-Lõõri!,363,2
3933,Liiri-Lõõri,363,2
3934,Liiri lõõri!,363,2
3935,Liiri-lõõri!,363,2
3936,Liiri-lõõri.,363,2
3937,Kits karja!,343,2
3938,Kits kile karja!,343,2
3939,"Tii, tihane",412,2
3940,"Tii, tii tigane",412,2
3941,"Tii tii, tihane",412,2
3942,"Tii, tii tihane",412,2
3943,"Tii, tii, tihane",412,2
3944,"Tii-tii, tihane",412,2
3945,Tii-tii tihane,412,2
3946,Sõida linna,1867,2
3947,Sõida Riiga,1867,2
3948,Sõit sõit,460,2
3949,"Sõit, sõit",1867,2
3950,Sõit-sõit,1867,2
3951,"Sõit, sõit linna!",1867,2
3952,"Sõit, sõit sõtsele",460,2
3953,Sõit-sõit sõtsele!,460,2
3954,Sõit sõtsele,460,2
3955,Sõit-sõit sõtsele,460,2
3956,Tee kakku,1016,2
3957,Tee patsi,1016,2
3958,Tee pätsi,1016,2
3959,Tee pätsi!,1016,2
3960,Koer läheb karja,1015,2
3961,Tule meile!,2311,2
3962,Tule meile,2311,2
3963,Rootsitants,1617,2
3964,Tuba tuule peale,632,2
3965,Tuba tuules,632,2
3966,Eide kiidutütar,2327,2
3967,Kiidutütar,2327,2
3968,Memme kiidutütar,2327,2
3969,Hellitatud tütar,2327,2
3970,Ilus neiu isakodu,1999,2
3971,Ilus neiu isa kodus,1999,2
3972,Ilus neiu isakodus,1999,2
3973,Kus istun iken,761,2
3974,Tütre isa,2336,2
3975,Kellele kurdan,1035,2
3976,Kellele kurdan?,1035,2
3977,Laul sai otsa,2378,2
3978,Lauldud hobu ja sadul,866,2
3979,Kits läks kiideldes mäele,1335,2
3980,Rikas ristiema - kits,347,2
3981,"Kiigu, kitsetall",1904,2
3982,Sirbi viskamine,907,2
3983,Sirbiviskamise laul,907,2
3984,Sihi sirbi pealt,378,2
3985,Sihi sirbi päält,378,2
3986,"Vend kasvatas, kuid õde valmistab veimeid",2146,2
3987,Venna kasvatatud õde - mehele,2146,2
3988,Ära kipu kilteriks.,1883,2
3989,Õmbleja,2392,2
3990,Kas sa lubad mulle tulla?,1010,2
3991,Meeles memmekene,2400,2
3992,Vastumeelt kosilane,2406,2
3993,Mõrsja kooletamine,395,2
3994,Mõrsja koolitamine,395,2
3995,Mõrsja koolõtamine,395,2
3996,Saksad sandid,1865,2
3997,Saksad sandid - maad madalad,1865,2
3998,"Saksad sandid, - maad madalad",1865,2
3999,"Saksad sandid, maad madalad",1865,2
4000,"Saksad sandid, maad madalad - naine võtmata",1865,2
4001,Neiude kära külas,2459,2
4002,Neiu kära külas,2459,2
4003,Neiu anumate puhtus,2470,2
4004,Suveks Soomemaale,1574,2
4005,Neiuhulk läheb ära = Suveks Soomemaale,1574,2
4006,Neiud lähevad ära - Suveks Soomemaale,1574,2
4007,Soome härg,126,2
4008,Kaugele mehele pandud,1754,2
4009,Ära mine kaugele mehele,1754,2
4010,Ilus neiu tahab kaugele mehele,446,2
4011,Neiu läheb kaugele mehele,446,2
4012,Neiu tahab kaugele mehele,446,2
4013,Neiud põlgavad,1012,2
4014,Neiud põlgavad - pole ehteid,1976,2
4015,Neiud põlgavad pole ehteid,1976,2
4016,"Neiud põlgavad, pole ehteid",1976,2
4017,Neiud põlgavad (riiete pärast),1012,2
4018,Neiud põlgavad riiete pärast,1012,2
4019,"Tüdrukud põlgavad, pole ehteid",1976,2
4020,Tüdrukud põlgavad - pole riideid,1012,2
4021,"Tüdrukud põlgavad, pole riideid",1012,2
4022,Tüdrukud põlgavad riiete pärast,1012,2
4023,Tüdrukud põlgavad,1012,2
4024,Tüdrukud põlgavad vaest poissi,1012,2
4025,Mamsel,586,2
4026,Mamsel keetis moosi,586,2
4027,Mõisa märg vili,2486,2
4028,Mõisa märga vilja müümas,2486,2
4029,Mõisa märga vilja viimas,2486,2
4030,Mõis müüb märga vilja,2486,2
4031,Jänese jäljed,2506,2
4032,Jänesel olid pikad jäljed,2506,2
4033,Kaevu tegemine,2526,2
4034,Ämm kaevu,1107,2
4035,Ehtes kaevul,175,2
4036,Mis kupjast saab,507,2
4037,Mis kupjast sai,507,2
4038,Neiu hommiku hooled,1287,2
4039,Neiu hommikuhooled,954,2
4040,Vastlalaul,213,2
4041,2,1,2
4042,andm,1,2
4043,Müttiks mätta alla,1067,2
4044,Müttiks,1067,2
4045,Muttika mätta alla,1067,2
4046,Muttiks mätta alla,1067,2
4047,Mutiks mätta alla,1067,2
4048,Mutiks,1067,2
4049,Mutiks mättasse,1067,2
4050,Õnnetu läheb mutiks mätta alla,1067,2
4051,Onude hoida,760,2
4052,Onude hoolde,760,2
4053,Kästakse tules magada,1960,2
4054,Perenaine käsib tules magada,1960,2
4055,Tules magamine,1960,2
4056,Vennanaine käseb tules magada,1960,2
4057,Vennanaine käsib tules magada,1960,2
4058,Külaliste söök,1156,2
4059,Külaliste roog,1156,2
4060,Külalise söök,1156,2
4061,Viha võtab vilja,2627,2
4062,Naiste taplemine,945,2
4063,Naiste taplus,945,2
4064,Vennad surnud,2644,2
4065,"Pole kosilasi, vennad surnud",2644,2
4066,Ilu- ja muremäel,2647,2
4067,Ilu- ja muremägi,2647,2
4068,Juhatus vargale,899,2
4069,Vargale juhatuseks,899,2
4070,Varga õpetamine,899,2
4071,Varga õpetus,899,2
4072,Õpetus vargale,899,2
4073,Öpetus vargale,899,2
4074,Varga laul,899,2
4075,Varga l,899,2
