id,sona,hierarhia_id,sort
2096,Kalamehe poeg uputab kaaslase,1383,2
2097,Lauldud kalajärv,1365,2
2098,Ei söö vana kala,848,2
2099,Jõgi - kalad,514,2
2100,Kala kupjale,1382,2
2101,Kala kõneleb,1385,2
2102,Kalad,1386,2
2103,Kalad - meri,1002,2
2104,Kalade müük.,1387,2
2105,Kalale,1385,2
2106,Kalamees,1388,2
2107,Kalamehelaul,1390,2
2108,Kalameri,1002,2
2109,Kalapüügile kutse,1380,2
2110,Kalapüük - Hää müük,1380,2
2111,Kalapüük mõisale,1380,2
2112,Kalapüük mõisa tarvis,1380,2
2113,Kaugele kalale,1390,2
2114,Kutse kalapüügile,1380,2
2115,Laisa kalamehe tapmine,993,2
2116,Laisk kalamees - Kalamehe naine,993,2
2117,Naine tahab kala süüa,1148,2
2118,Kalapüüdmine pühal,1392,2
2119,Pühal kala püüdma,1392,2
2120,Värske kala,1356,2
2121,Tikalaul,1393,2
2122,Tikkalaul,1393,2
2123,Mõrrad mõisa poole,1394,2
2124,Mõistan mõrrad teha,1394,2
2125,"Tulge meile laulma, kala järv õues",1002,2
2131,Kurg ja vares,1171,2
2132,Kurg ja vares vaidlevad,1171,2
2133,Rikka härg ja vaese vares,1199,2
2134,"Rikka härg, vaese vares",1199,2
2135,Vares ja ronk,1171,2
2136,Vares,1398,2
2137,Vares rõõmustab tütarlaste üle,1171,2
2138,Vares toob surma sõnumid,1399,2
2139,Vares toob sõna omakste surmast,1399,2
2140,Vares vaeslapseks,669,2
2141,Vares vaga linnuke,1400,2
2142,Vares vaga linnukene,1400,2
2143,Vares vana asja mäletab,1398,2
2146,Varese varrud,797,2
2147,Varesele,1398,2
2148,Varesetapja,1199,2
2149,Teder,1402,2
2150,Teder munemas,1402,2
2151,Teder otsib pesakohta,1402,2
2152,Teder puus - mina maas,1402,2
2153,Käopoeg,1063,2
2154,Käopojad,1063,2
2155,Käo pojad,1063,2
2156,Käo poeg,1063,2
2157,Karjane ja käopoeg,1063,2
2158,Käo sünd,504,2
2159,Surnud tütar käona,504,2
2160,Tapetud tütar käona,504,2
2161,Vaenelaps käona,504,2
2162,Vaenelaps käoks ?,504,2
2163,Vaenelaps käoks,504,2
2164,Käopoja l.,504,2
2165,Tütar käoks,504,2
2166,Kuku käoke,793,2
2167,Kuku käokene,793,2
2168,Käo kukkumine,793,2
2169,Käo poegade varas,1063,2
2170,Käokukkumine,793,2
2171,Hea jahikoer,1405,2
2172,Hea koer,1405,2
2173,Hää koer,1405,2
2174,Hääd koerad,1405,2
2175,Kaks koera,1406,2
2176,Kaks koera ja poega,1406,2
2177,Kaks koerakest,1406,2
2178,Kas koerad kodu?,1338,2
2179,Keelake koerad,1407,2
2180,Keelge koerad,1407,2
2181,"Kodu kaebamas, et koerad kiige söönud",300,2
2182,"Ust, koer haukumast!",1407,2
2183,Susi söögu koerad,1408,2
2184,Tütar palub koeri kosilase eest kaitseks,1408,2
2185,Susi söögu koer - ööhulkuja soov,1408,2
2186,Koer,1409,2
2187,Koerad,1409,2
2188,Koera mäng,1410,2
2189,Koeranahkne kasukas,1353,2
2190,Koerad lehmad murdnud,1412,2
2191,Koertele,1413,2
2192,Koer kõrvas,1414,2
2193,Koer haugub,1407,2
2194,Koerale,1413,2
2195,Oma ja küla koerad,1415,2
2196,"Koerte tapja kohtus, peksab saksu",1416,2
2197,Neiu palub isalt koera,1417,2
2198,"Isa osta koerad, neiu tahab kasvada",1417,2
2199,"Kodust mööda, koerad ei haugu",1418,2
2200,"Koer haugub, kana ja tütar viidud",1419,2
2201,"Koer haugub, neiu läheb aita",880,2
2202,Koer ja ori,1420,2
2203,Koer kiidab oma kodu,1421,2
2204,Koer kosilasi haukumas,1417,2
2205,Koer vahiks,260,2
2206,"Koer, haugu",1417,2
2207,Koera haukumine,1419,2
2208,Koera kiitus,543,2
2209,Koerad hauguvad,1407,2
2210,Koerad ja linnud taga ajamas,1422,2
2211,Koerad jahil,1413,2
2212,Koerad kallal,1408,2
2213,"Koerad, mis purete",1407,2
2214,Koerte eest põgenemas,1408,2
2215,Koerte peksmine,1423,2
2216,Koerte tapja,1423,2
2217,Kolm koera,1424,2
2218,Kui hunt koerad murraks,1408,2
2219,"Kuri peremees, ori nagu koer",1420,2
2220,"Neiu palub isalt koera, tahab kasvada",1417,2
2221,3 koera,1424,2
2222,"Hunt koera söönud, kosilane tänab",1408,2
2223,Sakste koerte tapja,1423,2
2224,Tütar palub emalt koeri,1417,2
2225,"Sõida hobu, kodu koerad",1425,2
2226,Pulli hääl,1426,2
2227,Luika pull,1426,2
2228,Mees kui pull,733,2
2229,Mehed kui pullid,733,2
2230,Kanged mehed kui pullid tulevad metsast,733,2
2231,Kanged mehed kui pullid,733,2
2232,Sõlg sillaks,1428,2
2233,Silla tegemine,1429,2
2234,Puuvedu,778,2
2235,Sepp,1430,2
2236,"Sirise, sirp",907,2
2237,"Sirise, sirp!",907,2
2238,"Sirise, sirpi",907,2
2239,Sirise sirpi,907,2
2240,Sirise sirp,907,2
2241,Halb sirp,1431,2
2242,Lõikusl.: Halb sirp,1431,2
2243,"Sepp, tee sirp!",1432,2
2244,"Sepp, tee sirp",1432,2
2245,Sepp tee sirp,1432,2
2246,Sarvest sirp,1432,2
2247,Tee sirp,1432,2
2248,Sepp - sirp,1432,2
2249,Lõpe põld,1433,2
2250,Lõpe põld - jätan tsirgule,1433,2
2251,"Lõpe, põld",1433,2
2252,"Lõpe, põld!",1433,2
2253,"Lõppe, põld",1433,2
2254,Naeripõld,1434,2
2255,Neiu palub põldu,178,2
2256,Orja põld,1245,2
2257,Palub põldu,178,2
2258,Põld pikk,1436,2
2259,Pikad põllud,1437,2
2260,Lõikuse l,1438,2
2261,Lõikuse laul,1438,2
2262,Lõikuselaul,1438,2
2263,Laisk naine lõikusel,1439,2
2264,Ei antud hobust talgutele,1440,2
2265,Ei ole hobust talgule minna,1441,2
2266,Ei ole hobust talgusele minna,1440,2
2267,Ei saa hobust talgule minna,1440,2
2268,Ei saa hobust talgusele minna,1440,2
2269,Isa ei anna hobust talgule minna,1440,2
2270,Mõisa talguliste laul,1444,2
2271,Tahtsin talgule,1441,2
2272,Talgu laul,1441,2
2273,Talgud,1446,2
2274,Talgul,1447,2
2275,Talgul.,1447,2
2276,Talgulaul,1447,2
2277,Talgulaul - põllud põimimata,1447,2
2278,Talgulaul ?,165,2
2279,Talgule hobust,1440,2
2280,Talgule kutse,1448,2
2281,Talgule minek,1449,2
2282,Talgulised paluvad süüa,1443,2
2283,Talgulistele süüa,1443,2
2284,Talguse l,1446,2
2285,Talguse l.,1443,2
2286,Talguse laul,1447,2
2287,Talguse rahvas läheb sööma,1447,2
2288,Talgusel,1442,2
2289,Talguselaul,1440,2
2290,Talgusele kutse,1448,2
2291,Tänu mõisa talgusel,1444,2
2292,Tänu mõistalgutel,1444,2
2293,Tänu talguste eest,603,2
2294,Tänu talgutel,1446,2
2295,Tänulaul mõisa talgusel,1444,2
2296,Tänulaul talgustel,603,2
2297,Valelik valetab et talgusi pole,1442,2
2298,"Valelik valetab, et talgused otsas",1442,2
2299,"Valelik ütleb, et talgust polegi",1442,2
2300,Arg laulja,466,2
2301,(?)Arg laulik,466,2
2302,"Ahellaul: Sikk, sikk, habenik",343,2
2303,Arg laulik - laul arvatakse sõjaks,466,2
2304,"Arg laulik, kardab mõisat",466,2
2305,Ei enne kui laulatatud,1451,2
2306,Ei enne laulatamist,1451,2
2307,Ei enne laulatust,1451,2
2308,Ei enne laulatust (neiu kutsub poisi lakka),1451,2
2309,"Ei laula linnust, vaid lapsest",1452,2
2310,Ei ole vastulauljat,469,2
2311,Ei saa laulu lepa ladvast,467,2
2312,Ei saa vait olla ega laulda,731,2
2313,Ei tohi laulda,466,2
2314,Hea laulik,469,2
2315,Hälli laul.,816,2
2316,Hää laulik,494,2
2317,Imelik laulja,491,2
2318,Imelik laulik?,491,2
2319,Imelikud laulikud,491,2
2320,Imelikud lauljad,491,2
2321,Imestuseväärt laulik,491,2
2322,Jaanitule laul,231,2
2323,Kadrisandilaul,202,2
2324,Kosjalaul,1457,2
2325,Kosja laul,1457,2
2326,Kui hakkan laulma,486,2
2327,Kust laul õpitud,467,2
2328,Kdrilaul,202,2
2329,Kus laul õpitud,467,2
2330,Kus laul tehtud,467,2
2332,Kust laulud saadud,467,2
2333,Kust laul võetud,467,2
2334,Kust laul saadud,467,2
2335,Kust laulud,467,2
2336,Kust laulad,467,2
2337,Kust laulud saadud?,467,2
2338,Kust laulu saanud,467,2
2339,Kust laulu võtnud,467,2
2340,Kust laulud võetud,467,2
2341,Kust laulud õppinud,467,2
2342,Kust laulud pärit,467,2
2343,Kust vaeslaps laulud saand,467,2
2344,Lapse kõhuvalu laul,1458,2
2345,Puhas rehepeksja,1459,2
2346,Rehele kutse,1460,2
2347,Rehele,1460,2
2348,Rehele äratamine,1460,2
2349,Rehele äratus,1460,2
2350,Rõõmus rehepeksja,1461,2
2351,Millal peksan peiu rehe,1462,2
2352,Rehepeksja neiu,1462,2
2353,?Halb rehepeksja,1243,2
2354,Lauluga peksab rehed,1461,2
2355,Ilus ei tule rehele,1459,2
2356,Mõisa rehelt varastamas,1020,2
2357,Mõisa rehest varastamas,1020,2
2358,Mõisarehest varastamas,1020,2
2359,Rehe varas,1020,2
2360,Rehepeksmine,1467,2
2361,Rehepeksu laul,1467,2
2362,Rikka rehepeksmine,1468,2
2363,Üles rehele,1460,2
2364,Varas mõisa rehes,1020,2
2365,Rehepeksu 1.,1469,2
2366,Rehepeksmiselaul,1467,2
2368,Paksud lademed,1243,2
2369,Ei kulu koodil,1244,2
2370,Tulge kokku koodimehed,1470,2
2371,Rikas ei peksa reht,1468,2
2372,Reht ei peksta minuta,1463,2
2373,Reht ei pekseta minuta,1463,2
2374,(?) Rikas ei peksa reht,1468,2
2375,Vakasepp,1471,2
2376,Auk aias,820,2
2377,Kodu ja mõisa rehi,1469,2
2378,Rehepeksulaul,1467,2
2379,Rehepeksu l.,1467,2
2380,Rehepeksja,1467,2
2381,Rehepeksja laul,1467,2
2382,Hagu raiuma,1473,2
2383,Hagu raiumas,1473,2
2384,Halval ilmal hagu raiuma,1473,2
2385,Haoraiuja,1473,2
2386,Haoraiuja kavalus,1473,2
2387,Kubjas paneb puid raiuma,1473,2
2388,Metsa raiumine,362,2
2389,Metsaraiumine,362,2
2390,Pole metsaraiujat,362,2
2391,Puid raiuma,362,2
2392,Puid raiumas,362,2
2393,Puu raiumine,362,2
2394,Halvad puuraiujad,362,2
2395,Puuraiuja,362,2
2396,Puuraiuja.,362,2
2397,Puuraiumine,362,2
2398,Puuraiumine ja ahjukütmine,362,2
2399,Sulane puid raiumas,1473,2
2400,"Suvel künnab, talvel raiub metsa",362,2
2401,Tamme raiumine,134,2
2402,Ree ja vankri tüli,1474,2
2403,Tõrre vitsutamine,772,2
2404,Regi,1475,2
2405,"Regi, aisad",1476,2
2406,Kaval sulane: aia auk,820,2
2407,Härja ammumine,1426,2
2408,Härjatapja pögenemas,1477,2
2409,Härjatapp ja söögivalmistamine,1477,2
2410,Sibulaist sild,1478,2
2411,Sibulast sild,1478,2
2412,Sild soole,659,2
2413,Soo sild,659,2
2414,Soomesild,916,2
2415,Sild teele,1428,2
2416,Sild läks katki,414,2
2417,Nõrk sild,1479,2
2418,Mehed ja poisid sillaks,1429,2
2419,Soome sillal sõitmine,916,2
2420,Kure piim,685,2
2421,Hobuse piim,1481,2
2422,Piim,1482,2
2423,Sõõru-sõõru,1483,2
2424,"Sõõru, lehmake!",940,2
2425,Toida või tapa,1484,2
2426,Toida või tapa!,1484,2
2427,Või tegemine,1485,2
2428,"Sõõru, lehm!",940,2
2429,"Sõõru, lehmake",940,2
2430,"Sõõru, sõõru",940,2
2431,Ei viitsind võid teha,1486,2
2432,Ei viitsind võida teha,1486,2
2433,Laisad naised (ei viitsi võid teha),1486,2
2434,Kutse võidu laulma,469,2
2435,Võidu laulmine,469,2
2436,Võidulaulmine,469,2
2437,Võidu laulmine ja rehepeks,469,2
2438,"Hunt viib lehma, poiss - tüdruku",1483,2
2439,"Hunt viib lehma, poiss neiu",1483,2
2440,Laisk neiu - lehmad lüpsmata,1262,2
2441,Lehm ammub,1488,2
2442,Lehm ammub härgi,1488,2
2443,Lehm ammub - mine koju,1488,2
2444,Lehma jagamine,1489,2
2445,Lehma sajatus,1490,2
2447,Lehmad lüpsmata,1135,2
2448,Neiu kiigel - lehmad lüpsmata,271,2
2449,Lehmade väljalaskmine,1262,2
2450,Neiu kiigel - lepp lüpsku lehmad,271,2
2451,"Neiu kiigel, lehmad lüpsmata",271,2
2452,"Üles, lehmi lüpsma",1262,2
2453,Üles lehmi lüpsma!,1262,2
2454,Üles lehmi lüpsma,1262,2
2455,Tõuske lehmi lüpsma,1262,2
2456,Parm ja sääsk lehmadena,1491,2
2457,Lehmale,1488,2
2458,Lehmalüpsi laul,1481,2
2459,Lehmalüpsmine,940,2
2460,Mikult tuld toomas,1492,2
2461,Peergude kiskuja,1493,2
2462,Peergude lõikaja ja ketraja,1493,2
2463,Pada keeb,339,2
2464,Parem kivi kui poisi juures,710,2
2465,Parem kivi kui peiu juures,710,2
2466,Ennem kivi kõrvale,710,2
2467,Ennem kivi kui poisi juures,710,2
2468,Ennem kivi kui poisi kõrval,710,2
2469,Ennem kivi kõrval,710,2
2470,Ennem kivi kui poisi juurde,710,2
2471,Ennem kivi juures,710,2
2472,Ennem kivi juurde,710,2
2473,Enne kivi kui vanapoisi juures,710,2
2474,Enne kivi kui poisi juures,710,2
2475,Enne kivi kui poisi juure,710,2
2476,Enne kivi kui poisi juurde,710,2
2477,Enne kivi kui kurja neiu juure,1494,2
2478,Kivi jauhmine,513,2
2479,Kivi jahvatamine,513,2
2480,Kivi meres,1118,2
2481,Kivi merest,1118,2
2482,Käsikivi l.,1118,2
2483,Kas puder keedetud,1495,2
2484,Kas on puder keedetud,1495,2
2485,"Perenaesel puder, vaesel vesi ja leib",1496,2
2486,Veskile minek,1497,2
2487,Neiu veskile,1497,2
2488,Neiu veskile sõit,1497,2
2489,Veskile sõit,1497,2
2490,Veskil käik,1497,2
2491,Veski katki,1498,2
2492,Veski ehitamine,1499,2
2493,Pudrukeetmise laul,339,2
2494,10 kosilast,1254,2
2495,3 kosilast,1500,2
2496,3 kosilased,1500,2
2497,Kolm hälli,625,2
2498,Kolm kätki,625,2
2499,Kolm kätkit,625,2
2500,Kubja kolm tütart,624,2
2501,Kolm kupja tütart,624,2
2502,Kolm kosilast,1500,2
2503,Kolm laiska neidu,624,2
2504,Kolm kaelarätti,1109,2
2505,Kolm kiike,622,2
2506,Kolm halba,626,2
2507,Kolm halba alla ilma,626,2
2508,Kolm halba ilma all,626,2
2509,Kolm halba ilma peal,626,2
2510,Kolm halba ilma pääl,626,2
2511,Kolm hobust,895,2
2512,Kolm on halba ilma all,626,2
2513,Kolm rätikut,1109,2
2514,Kolm rätti,1109,2
2515,Kolmed püksid,1502,2
2516,Kolm põlle,1253,2
2517,Kolm rätikut?,1500,2
2518,Kolmed kingad,623,2
2519,Neli neidu,518,2
2520,Neli neitsit,518,2
2521,Neli neiut,518,2
2522,Pilves pisar - Neli neidu,1503,2
2523,Meri - ait - neli neiut,1002,2
2524,Meri - neli neidu,1002,2
2525,Meri - neli neitsit,1002,2
2526,Meri - Neli neiut,1002,2
2527,Meri õues - neli neidu,1002,2
2528,Pilves veepisarad,1503,2
2529,Pilves pisar,1503,2
2530,Pilvest pisar,1503,2
2531,Pilve pisar,1503,2
2532,Pilv,1503,2
2533,Kulla põlemine,1043,2
2534,Kulla põlemine.,1043,2
2535,Seni heinamaa ilusa,328,2
2536,Seni,328,2
2537,Neiu nälg,1518,2
2538,Neiu tahab talupojale,554,2
2540,Anne sepp,178,2
2541,Oleks sepp,1519,2
2542,Oleks sepp - suus sulataks rauda,1519,2
2543,Sepp (sarved),535,2
2544,Sepp (sulatab suus rauda),1519,2
2545,Sepp (sulatab suus),1519,2
2546,Sepp (suus rauda),1519,2
2547,Sepp /suus rauda/,1519,2
2548,Sepp sarve teinud,535,2
2549,Sepp sulatab suus rauda,1519,2
2550,Sepp tee tõld,177,2
2551,Sepp tõlda parandamas,177,2
2552,"Sepp, tee lukk",1522,2
2553,Ei sepale,502,2
2554,Halvad rätsepad,1527,2
2555,Neiud päikesepaistel hobuste hirnumist kuulamas,613,2
2556,Sarved sepale,535,2
2557,Sepa kosjalkäik,502,2
2558,Sepa perekond,502,2
2559,Vend sepaks,668,2
2560,Vii sepale,1517,2
2561,Remmelgane rüüd,1520,2
2562,Imelik rüü,1520,2
2563,Imelik rüüd,1520,2
2564,Imekasukas,1529,2
2565,Imelik kasukas,1529,2
2566,Püksid,1502,2
2567,Laisk ketraja,955,2
2568,Laisk kuduja,1532,2
2569,Laisk kuduja neiu,1532,2
2570,Hea ketraja,1534,2
2571,Hoolas ketraja,1534,2
2572,Vara vaeseks,676,2
2573,Vara vaeseks.,676,2
2574,Kehvad ketravad perenaise villad,1535,2
2575,Kellele ketrab,1535,2
2576,Ketraja,1537,2
2577,Ketraja laul,1536,2
2578,Ketraja palk,1538,2
2579,Ketramise l,1535,2
2580,Ketramise l.,1533,2
2581,Ketramise laul,1541,2
2582,Ketramiselaul,1534,2
2583,Ketran siidi,1537,2
2584,Nobe ketraja,1534,2
2585,Virk ketraja,1534,2
2586,Virk neiu ketramas,1534,2
2587,Halb kuduja,827,2
2588,Kadri kudus sukad,1547,2
2589,Kanga kudumine,1546,2
2590,Kangakuduja,1546,2
2591,Kangakudumine,1546,2
2592,Kunas kusik kudus,1550,2
2593,Kuue kudumine,1548,2
2594,Neiu oskab kududa,1546,2
2595,Sukakudumine,1547,2
2596,Vaeselapse kangakudumine,1552,2
2597,Vaeselapse kudumine,1552,2
2598,Virk kuduja,1546,2
2599,Virk sukakuduja,1546,2
2600,Vöö kudamine,1553,2
2601,Nälja vöö,833,2
2602,Neiud värvisi otsimas,1555,2
2603,Neiud värvi otsimas,1555,2
2604,Metsas värve otsimas,1555,2
2605,"Kuluge, kingad",1558,2
2606,Imelikud kingad,1559,2
2607,Kingad,623,2
2608,"Marjal, kingad kuivamas",740,2
2609,Sukad ja kingad,623,2
2610,10 mütsi,1560,2
2611,Kolm mütsi,1560,2
2612,Kümme mütsi,1560,2
2613,Mitu mütsi,1560,2
2614,Mütsid,1560,2
2615,Palju mütse,1560,2
2616,Pühkmed merre,874,2
2617,Pühkmed,1302,2
2618,Pühkmed põllul,1302,2
2619,Pühkmed põllule,1302,2
2620,Pühkmed väljale,1302,2
2621,Luua toomine,1561,2
2622,Vee joomine,1562,2
2623,Vee toomine,165,2
2624,"Veere, päev!",251,2
2625,Pisarate veeremine,840,2
2626,Saunamees Ants,1170,2
2627,Hansu saunamehe pilge,1170,2
2628,Sandinaine - saunanaine,1566,2
2629,Sandinaine-Saunanaine,1566,2
2630,Sandinaine=Saunanaine,1566,2
2631,Sandinaine=Saunanaine.,1566,2
2632,Saunanaine palub paja aset,1566,2
2633,Saunamehe naine (palub paja aset),1566,2
2634,Saunanaine palub paega,1566,2
2635,Saunamehe naine palub paja aset,1566,2
2636,Saunanaine palub paja eest,1566,2
2637,Saunanaine palub pajaaset,1566,2
2638,Tänu sauna eest,1567,2
2639,Saun,647,2
2640,Saunanaine,1566,2
2641,Sauna kütmine haavade paranduseks,1570,2
2642,Sauna kütmine haavade vihtlemiseks,1570,2
2643,Saunasõnad,1571,2
2644,Venna saun,656,2
2645,Saunas,1571,2
2646,Saunamehe pilge,1170,2
2647,Saunamees,1170,2
2648,Saunalaul,1567,2
2649,Saun.,1571,2
2650,Vett toomas,165,2
2651,Salme neiu vett toomas,165,2
2652,Neiu vett toomas - saab sõnelda,165,2
2653,Kaua vett toomas,165,2
2654,Virus vett toomas,165,2
2655,Virust vett toomas,165,2
2656,Virus vett toomas (?),165,2
2657,Kurik vette kukkunud,1575,2
2658,Peig vette kukkunud,1576,2
2659,Ära joo jõevett,1479,2
2660,Ära joo merevett,1479,2
2661,Venelane vette,1577,2
2662,Saan,922,2
2663,Jaan - saan,922,2
2664,Saani tegemine,922,2
2665,Mees merimehe poeg,646,2
2666,Meremeest meri toidab,1383,2
2667,Meri mind söötnud,1578,2
2668,Meri mu meheks teinud,1579,2
2670,Laulu võim,1580,2
2671,Laulu võim - palju laule,486,2
2672,Laulu võim - pulmas laulikuks õppinud,467,2
2673,Meri söötnud,1578,2
2674,"Meri, mu hobu",1581,2
2675,Meri - neiu,1002,2
2676,Meri - poeg neiu põlve peal,1002,2
2677,Meri oleks söötnud,875,2
2678,Meri söötis,1578,2
2679,"Meri, koppel",1002,2
2680,Merimees,646,2
2681,Vara vaeseks - merimehe naine,1388,2
2682,Meri,1002,2
2683,Kangrud kalal,1585,2
2684,Hea meremees,646,2
2685,Kellel kurdan,1035,2
2686,Kellel kurdan?,1035,2
2687,Kellel kurdan.,1035,2
2688,Laisk meremees,993,2
2689,Laulab mere maaks,479,2
2690,Laulan mere maaks,479,2
2691,Mees merest,1588,2
2692,Meremees,646,2
2693,Mere mütmine,1589,2
2694,Mere puhkimine,998,2
2695,Mere äärde külvatakse lina,705,2
2696,Mere ääre peal,1365,2
2697,Meremees kutsub noodale.,1391,2
2698,Meremees läheb merele kui surma,754,2
2699,Meremehe l,559,2
2700,Meremehe poeg,646,2
2701,Meremehe riided,1530,2
2702,Meremehe saatus,754,2
2703,Meremehe tundmata saatus,754,2
2704,Meremehe tundmatu saatus,754,2
2705,Meremehelaul,646,2
2706,Osav meremees,646,2
2707,Maie laul (Mereminija),1596,2
2708,Maielaul (mereminija),1596,2
2709,Mereminija,1596,2
2710,Merepoeg,1578,2
2711,Meres pole metsa ei tuge,1592,2
2712,Meresõit,646,2
2713,Mereääre äestamine,704,2
2714,Neid mere ääres,1598,2
2715,Noormehed tahavad üle mere,1370,2
2716,"On sellegi aja näinud, kui mere äärest äestati",704,2
2717,Suga merest,124,2
2718,Suga meres,124,2
2719,Suur tuul merel,661,2
2720,Tamme tüvi merest,134,2
2721,Tuulte tundja meremees,646,2
2722,Vend meremees,1602,2
2723,Vend meremeheks,1602,2
2724,Vend mererannal,1602,2
2725,Meremehena ei saa naist,1602,2
2726,Kütt ja põllumees,1605,2
2727,Vend on hea kütt,1603,2
2728,Linnukütt,1603,2
2729,Mees-kütt,1455,2
2730,Jahimees arvati sõjaks,1604,2
2731,Jahimees ja põllumees,1605,2
2732,Jahimees,1603,2
2733,Jahimehe amet ei toida,1605,2
2734,Jahimehele,1455,2
2735,Neid pole püssil püütav,12,2
2736,Neidu ei püüta püssil,12,2
2737,Lindu püssil püüetakse,12,2
2738,Püss ei elata,1605,2
2739,Püss ei toida,1605,2
2740,"Orav oota, kuni püssi täidan",736,2
2741,"Orav, oota, kuni püssi täidan",736,2
2742,Ei joua püssil elada,1605,2
2743,Ei jõua püssil elada,1605,2
2744,Püssi täidetakse - orav oota,736,2
2745,Püssi pühkija oravale,736,2
2746,Püssiga tüdrukuid püüdmas,413,2
2747,Püssil ei jõua äraelada,1605,2
2748,Püssil püük,12,2
2749,Püssisõnad,1608,2
2750,Talupojale,554,2
2753,Pajategijast talupojaks,1610,2
2754,Talupojana parem elada kui kütina,1605,2
2756,Korratu talu - laisk peretütar,999,2
2757,Kosilane ja laisk peretütar,999,2
2758,Kosjasõit - laisk peretütar,999,2
2759,Laisk peretütar ja vaenelaps,1612,2
2760,Laisk peretütar ja vaeslaps,1612,2
2761,Sõnumisaat koju (Sõnakera),1613,2
2762,Sõnumisaat koju = Sõnakera,1613,2
2763,Sõnakera,1613,2
2764,Lindudega sõnasaatmine,1614,2
2765,Lindudega tervisi,1614,2
2766,Nurganaine kodus,1615,2
2767,Nurganaine,1615,2
2768,"(Sõit, sõit ...)",460,2
2769,(Suus rauda),1519,2
2770,2 neidu lähevad ära,1518,2
2771,Anna au kätte,1657,2
2772,Anna au tagasi,1657,2
2773,Jatkud,1663,2
2774,"Saja, lumi",1676,2
2775,"Saja, lumi!",1676,2
2776,Laps - ema vokk,1678,2
2777,Laps - ema vokk.,1678,2
2778,Laps ema vokk,1678,2
2779,Kosilase pilge,1684,2
2780,Nekrutilaul,1725,2
2781,Nekruti laul,1725,2
2782,Liiga vara mehele,1745,2
2783,Vara mehele,1745,2
2784,Vara mehele läinud,1745,2
2785,Miks vara mehele läksid,1051,2
2786,Ära mine vara mehele,1051,2
2787,Ärge sööge mu südant,1782,2
2788,Ärge sööge südant,1782,2
2789,Ärge sööge mu sõnada,1782,2
2790,"Ärge sööge mind, vaid uputage",1783,2
2791,Kui kaasa teaks,1784,2
2792,"Kui kaasa teaks, ostaks orjusest",1784,2
2793,"Kui kaasa teaks, viiks mind ära",1784,2
2794,"Kallid neiud, odavad poisid",930,2
2795,Kallid neiud,930,2
2796,Kupja tütreid kosimas,624,2
2798,Kupja tütred,624,2
2799,Nimesõim,1789,2
2800,Sõja l. = Venna sõjalugu,153,2
2801,Targad tallipoisid,1795,2
2802,Tallipoisid,1795,2
2803,Ennem mätastega kui neidudega,450,2
2804,Viltu,1811,2
2805,Surejate vanemate karskuseõpetus,334,2
2806,Surejate vanemate karskuseõpetus,327,2
2807,Ema karskuse õpetus,327,2
2808,Ema karskuseõpetus,327,2
2809,Vanemate karskuseõpetus surivoodil,327,2
2810,Vanemate karskuse õpetus,327,2
2811,Vanemate karskuseõpetus,327,2
2812,Virkuse õpetus,954,2
2813,Võõra leib,1816,2
2814,Linad liulaskjale,213,2
2815,Laulu lõpetus,921,2
2816,Ema õpetus puhtusest,1828,2
2817,Ema puhtuse õpetus,1828,2
2818,Ema puhtuseõpetus,1828,2
2819,Ema puhtuseõpetus surmavoodil,710,2
2820,Ema õpetus au hoidmisest,327,2
2821,Ema õpetus,1829,2
2822,Ema õpetus surmavoodil,1829,2
2823,Ema õpetus surres,1829,2
2824,Ema õpetus tütrele,1829,2
2825,Käsnade s.,1831,2
2826,Hiireherne - hobuse suits,768,2
2827,Hiireherne suits,768,2
2828,Sundija sulane,605,2
2829,Siimu sulane,407,2
2830,Kaval sulane,1832,2
2831,Kaval kündja sulane,1832,2
2832,Perenaine pettis e. Kaval sulane,1832,2
2833,Laisk kündja sulane,1832,2
2834,Palve kupjale (ära löö!),1833,2
2835,Palve kupjale: ära löö!,1833,2
2836,Pave kupjale,1833,2
2837,Kättemaks kupjale,957,2
2838,Imelik maja.,647,2
2839,Laulust imelik maja,647,2
2840,(?) Imelik linn,647,2
2841,Pukki,126,2
2843,Pukk,126,2
2844,"Vili, pukk, sarvest hobune",126,2
2845,Hää ja halb mees,545,2
2846,Hää ja halb peiu,545,2
2847,Paja tegemine,338,2
2848,Ämm ei anna seepi paja pesta,1113,2
2849,Neiu läheb kellele loodud,1856,2
2850,"Neiu läheb, kelle loodud",1856,2
2851,"Neiu läheb, kellel loodud",1856,2
2852,"Kee, pada!",339,2
2853,"Kee, pada",339,2
2854,Pada,338,2
2855,Laina pada,338,2
2856,Võnnust võtja,1863,2
2857,Hoiatus lesenaise eest = Ära kosi leske,1028,2
2858,Hää mees ja halb mees,545,2
2859,Hää mees - kuri mees,545,2
2860,Halb mees ja hää mees,545,2
2861,Eide ja nooriku hooles,1005,2
2862,Kust teadsid tulla,1507,2
2863,Kust teadsid tulla?,1507,2
2864,"Liiri-lõõri, lõoke!",363,2
2865,"Liiri-lõõri, lõoke",363,2
2866,Liiri lõõri (kus pesa),363,2
2867,Lõõri lõõri lõokene,363,2
2868,Lõõri-lõõri,363,2
2869,Ehk on titte tiiva all,1099,2
2870,Laulikule juua,1126,2
2871,Laula kuni elad,432,2
2873,Tuule tuba,632,2
2874,Tuule tuba = Tuba tuules,632,2
2875,Oodati hooraks,854,2
2876,Pane tütar mehele,994,2
