laul_id,zanr_id,jrk,originaal
h21103050078,20,1,Rl/ul
h21103330100,20,1,Rl/ul
h21103340101,19,1,Rmngl
h21103710150,9,1,rl/ul/tl
h21104630027,5,1,
h21104630027,27,2,
h21104880042,20,1,Rl/ul
h21105940000,2,1,andm rl
h21106360039,20,1,Rl/ul
h21106420000,7,1,kiri
h21107110015,20,1,Rl/ul
h21107130019,20,1,Rl/ul
h21107150027,22,1,Ul
h21107160031,20,1,Rl/ul
h21107180038,20,1,Rl/ul
h21107180039,20,1,Rl/ul
h21107430026,20,1,Rl/ul
h21107700058,20,1,
h21108810008,5,1,j/rl
h21108810008,27,2,j/rl
h21109350005,10,1,rl/lh
h21109720000,2,1,andm rl
h21200230008,22,1,Ul
h21200310015,22,1,Ul
h21200350017,20,1,Rl/ul
h21200350018,22,1,Ul
h21200380020,22,1,Ul
h21200440023,20,1,Rl/ul
h21200460025,20,1,Rl/ul
h21200470026,22,1,Ul
h21200510029,20,1,Rl/ul
h21200540030,22,1,Ul
h21200740001,10,1,lh
h21200740002,10,1,lh
h21200740003,10,1,lh
h21200750004,10,1,lh
h21200750005,10,1,lh
h21202330078,20,1,Rl/ul
h21202450090,20,1,Rl/ul
h21203920006,20,1,Rl/ul
h21203950009,10,1,lh
h21203960010,10,1,lh
h21203960011,10,1,lh
h21203970012,9,1,rl/ul/tl
h21204040018,22,1,Ul
h21204050019,22,1,Ul
h21204070020,20,1,Rl/ul
h21204250041,23,1,ul/tl
h21204330049,22,1,Ul
h21204350051,22,1,Ul
h21204370052,22,1,Ul
h21205090003,22,1,Ul
h21205120006,22,1,Ul
h21206090011,22,1,Ul
h21206760013,5,1,rl/j
h21206760013,27,2,rl/j
h21207220060,5,1,rl/j
h21207220060,27,2,rl/j
h2120855001a,11,1,mst
h21208580002,20,1,Rl/ul
h21300800024,20,1,Rl/ul
h21301510039,26,1,
h21301740055,8,1,uk kal/andm rl
h21301740055,27,2,uk kal/andm rl
h21301920018,20,1,Rl/ul
h21302110000,8,1,rl/uk pulm
h21302110000,27,2,rl/uk pulm
h21302330007,20,1,Rl/ul
h21302350008,20,1,Rl/ul
h21302410015,20,1,Rl/ul
h21302420016,20,1,Rl/ul
h21303200004,20,1,Rl/ul
h21303370009,9,1,rl/ul/tl
h21303430007,22,1,
h21303740000,22,1,Ul
h21303830001,20,1,Rl/ul
h21303860009,26,1,rl/ul/mngl
h21304270000,7,1,kiri
h21306110008,20,1,Rl/ul
h21306130011,20,1,Rl/ul
h21306940001,20,1,Rl/ul
h21307640084,8,1,rl/uk kal
h21307640084,27,2,rl/uk kal
h21400070002,9,1,rl/ul/tl
h21400080004,9,1,rl/ul/tl
h21400130013,9,1,rl/ul/tl
h21400410000,2,1,andm rl
h21400410001,10,1,lh
h21400410002,10,1,lh
h21400410003,10,1,lh
h21400410004,10,1,lh
h21400410005,10,1,lh
h21400410006,10,1,lh
h21400420007,10,1,lh
h21400420008,10,1,lh
h21400420009,10,1,lh
h21400420010,10,1,lh
h21400420011,10,1,lh
h21400430012,10,1,lh
h21400430013,10,1,lh
h21400430014,10,1,lh
h21400430015,10,1,lh
h21400450060,9,1,rl/ul/tl
h21400630000,2,1,andm rl
h21400670086,20,1,Rl/ul
h21400690088,9,1,rl/ul/tl
h21400710000,2,1,andm rl
h21402370042,8,1,Uk/rl
h21402370042,27,2,Uk/rl
h21402690009,9,1,rl/ul/tl
h2140288022a,10,1,rl/lh
h2140288022b,10,1,rl/lh
h21403630000,8,1,Uk/rl
h21403630000,27,2,Uk/rl
h21403710001,13,1,muist kirj/rl kirj
h21403710001,27,2,muist kirj/rl kirj
h21403840010,5,1,j/rl kirj
h21403840010,27,2,j/rl kirj
h21403930000,7,1,kiri
h21404050008,20,1,Rl/ul
h21404240016,22,1,Ul
h21404410009,9,1,rl/ul/tl
h21404670012,9,1,rl/ul/tl
h21404780019,12,1,mj/rl
h21404780019,27,2,mj/rl
h21404970000,5,1,j/ul
h21404970000,22,2,j/ul
h21405160003,19,1,
h21405990000,22,1,
h21406150001,22,1,Ul
h21406150002,22,1,Ul
h21500830000,7,1,kiri
h21501050030,8,1,rl/uk
h21501050030,27,2,rl/uk
h21501550026,22,1,Ul
h21501850050,20,1,Rl/ul
h21502350008,20,1,Rl/ul
h21502450011,20,1,Rl/ul
h21502470015,20,1,Rl/ul
h21502570034,9,1,rl/ul/tl
h21503090001,20,1,Rl/ul
h21503180004,20,1,Rl/ul
h21503500029,22,1,Ul
h21503530032,20,1,Rl/ul
h21503560033,20,1,Rl/ul
h21503610044,20,1,Rl/ul
h21503860002,20,1,Rl/ul
h21504050000,2,1,andm rl
h21504050041,22,1,Ul
h21504100049,22,1,Ul
h21504140051,9,1,rl/ul/tl
h21504140052,9,1,
h21504150053,9,1,rl/ul/tl
h21504150055,22,1,Ul
h21504190054,9,1,rl/ul/tl
h21504230002,20,1,Rl/ul
h21504240003,21,1,
h21504330017,20,1,Rl/ul
h21505090129,20,1,Rl/ul
h21506240016,20,1,Rl/ul
h21506270018,20,1,Rl/ul
h21506410043,20,1,Rl/ul
h21507050009,20,1,Rl/ul
h21507090018,20,1,Rl/ul
h21507100021,20,1,Rl/ul
h21507290059,20,1,Rl/ul
h21507290060,9,1,rl/ul/tl
h21507560098,10,1,rl/lh
h21507990011,20,1,Rl/ul
h21600700070,8,1,
h21600700070,27,2,
h21601460181,20,1,Rl/ul
h21601500186,20,1,Rl/ul
h21601730000,2,1,andm rl
h21601850000,2,1,andm rl
h21601940011,20,1,
h21601940012,22,1,Ul
h21601970017,9,1,rl/ul/tl
h21602000022,20,1,Rl/ul
h21602020026,20,1,Rl/ul
h21602060031,20,1,Rl/ul
h21602470001,20,1,Rl/ul
h21602790000,7,1,kiri
h21602950000,7,1,kiri
h21602970001,5,1,j/rl/ul
h21602970001,20,2,j/rl/ul
h21603770014,20,1,Rl/ul
h21603860004,20,1,Rl/ul
h21603870005,20,1,Rl/ul
h21603890012,20,1,Rl/ul
h21604000002,20,1,Rl/ul
h21604260007,20,1,Rl/ul
h21604280000,7,1,kiri
h21604820000,7,1,kiri
h21604910001,22,1,Ul
h21604910002,22,1,Ul
h21604910003,22,1,Ul
h21604920004,22,1,Ul
h21604950000,2,1,andm rl
h21605110001,22,1,Ul
h21605120002,20,1,Rl/ul
h21605120003,22,1,Ul
h21605130004,20,1,Rl/ul
h21605140005,22,1,Ul
h21605150006,22,1,Ul
h21605160009,20,1,Rl/ul
h21605190011,20,1,Rl/ul
h21605200012,22,1,Ul
h21605210013,9,1,rl/ul/tl
h21605470019,8,1,rl/uk kal
h21605470019,27,2,rl/uk kal
h21605610009,8,1,rl/ns/uk med
h21605610009,27,2,rl/ns/uk med
h21605640001,9,1,rl/ul/tl
h21605700005,22,1,Ul
h21605710006,9,1,rl/ul/tl
h21605710007,20,1,Rl/ul
h21605720009,20,1,Rl/ul
h21605750011,20,1,
h21605840000,7,1,kiri
h21606070000,7,1,kiri
h21606310001,22,1,Ul
h21606490017,10,1,rl/lh
h21606490018,9,1,rl/ul/tl
h21606500019,9,1,rl/ul/tl
h21606510020,9,1,rl/ul/tl
h21606520022,20,1,Rl/ul
h21606530000,7,1,kiri
h21606530023,9,1,rl/ul/tl
h21606590001,20,1,
h21606590003,22,1,Ul
h21606590004,22,1,Ul
h21606590005,22,1,Ul
h21606590006,9,1,
h21606600007,22,1,Ul
h21606600009,22,1,Ul
h21606600010,22,1,Ul
h21606600011,22,1,Ul
h21606600012,20,1,Rl/ul
h21606620004,22,1,Ul
h21606620005,22,1,Ul
h21606630006,20,1,Rl/ul
h21606640011,20,1,Rl/ul
h21606650013,22,1,Ul
h21606650014,20,1,Rl/ul
h21606660000,7,1,kiri
h21606900000,2,1,andm rl
h21606920003,22,1,Ul
h21607170032,22,1,Ul
h21607260000,7,1,kiri
h21607830001,20,1,Rl/ul
h21607830002,22,1,Ul
h21607880000,7,1,kiri
h216244a0000,7,1,kiri
h21700350016,22,1,Ul
h21700400020,9,1,rl/ul/tl
h21700410021,20,1,Rl/ul
h21700420023,9,1,rl/ul/tl
h21700450031,20,1,Rl/ul
h21700470034,20,1,Rl/ul
h21700530043,9,1,rl/ul/tl
h21700630062,20,1,Rl/ul
h21700650068,22,1,Ul
h21700680078,20,1,Rl/ul
h21700700082,20,1,Rl/ul
h21700960117,22,1,Ul
h21700990124,22,1,Ul
h21701000125,20,1,Rl/ul
h21701010128,22,1,Ul
h21701030135,9,1,rl/ul/tl
h21701040136,9,1,rl/ul/tl
h21701450007,20,1,Rl/ul
h21702650015,10,1,rl/lh
h21702870000,7,1,kiri
h21702870001,20,1,Rl/ul
h21703050002,9,1,
h21703130001,22,1,Ul
h21703140006,20,1,Rl/ul
h21703270001,22,1,Ul
h21703290004,20,1,Rl/ul
h21703300005,22,1,Ul
h21703310007,22,1,Ul
h21703320008,20,1,Rl/ul
h21703460031,20,1,Rl/ul
h21703530048,20,1,Rl/ul
h21703560053,20,1,Rl/ul
h21703650066,22,1,Ul
h21703650067,20,1,Rl/ul
h21703670072,20,1,Rl/ul
h21704050000,7,1,kiri
h21704410042,9,1,rl/ul/tl
h21704450050,9,1,rl/ul/tl
h21704460051,9,1,rl/ul/tl
h21704540063,9,1,rl/ul/tl
h21704560068,9,1,rl/ul/tl
h21704590075,9,1,rl/ul/tl
h21704590077,9,1,rl/ul/tl
h21704620089,9,1,rl/ul/tl
h21704870001,10,1,rl/lh
h21704940013,9,1,rl/ul/tl
h21704950015,20,1,Rl/ul
h21705480031,8,1,rl/uk kal
h21705480031,27,2,rl/uk kal
h21705520032,8,1,rl/uk kal
h21705520032,27,2,rl/uk kal
h21705530033,8,1,rl/uk kal
h21705530033,27,2,rl/uk kal
h21705550034,8,1,rl/uk kal
h21705550034,27,2,rl/uk kal
h21705550035,8,1,rl/uk kal
h21705550035,27,2,rl/uk kal
h21705980000,7,1,kiri
h21706290033,20,1,
h21706360040,20,1,Rl/ul
h21707170096,20,1,Rl/ul
h21707250100,20,1,Rl/ul
h21707520116,20,1,Rl/ul
h21707540117,20,1,Rl/ul
h21707570118,20,1,Rl/ul
h21707610119,20,1,Rl/ul
h21708030000,7,1,kiri
h21708240000,20,1,Rl/ul
h21708890000,7,1,kiri
h21709280004,20,1,Rl/ul
h21709480000,7,1,kiri
h21709590007,20,1,Rl/ul
h21709600008,22,1,Ul
h21800090000,7,1,kiri
h21800460002,13,1,muist/rl
h21800460002,27,2,muist/rl
h21800530003,13,1,muist/rl
h21800530003,27,2,muist/rl
h21801170010,12,1,mj/rl
h21801170010,27,2,mj/rl
h21801670000,7,1,kiri
h218020000IV,8,1,rl/uk pulm
h218020000IV,27,2,rl/uk pulm
h21802920017,22,1,Ul
h21802980001,20,1,Rl/ul
h21802990002,20,1,Rl/ul
h21803000003,20,1,Rl/ul
h21803020004,22,1,Ul
h21803030005,22,1,Ul
h21803040006,22,1,Ul
h21803040007,22,1,Ul
h21803050008,8,1,
h21803050008,27,2,
h21803050009,8,1,rl/ns/uk
h21803050009,27,2,rl/ns/uk
h21804550000,8,1,rl/uk pulm
h21804550000,27,2,rl/uk pulm
h21804720005,20,1,Rl/ul
h21804730007,22,1,
h21804740009,20,1,Rl/ul
h21804790011,20,1,Rl/ul
h21804790012,22,1,Ul
h21804790013,20,1,Rl/ul
h21804790014,22,1,Ul
h21804790015,20,1,Rl/ul
h21804790025,20,1,
h21804810019,22,1,Ul
h21804830022,22,1,Ul
h21804830023,20,1,
h21804830024,22,1,
h21804840028,22,1,Ul
h21804840029,22,1,Ul
h21804840030,20,1,
h21804850034,22,1,Ul
h21804860035,22,1,Ul
h21804860036,20,1,Rl/ul
h21804860037,20,1,Rl/ul
h21804860038,22,1,Ul
h21804860039,20,1,Rl/ul
h21804870042,20,1,
h21804880046,22,1,Ul
h21804880047,22,1,Ul
h21804880048,20,1,
h21804910051,22,1,Ul
h21804930055,20,1,Rl/ul
h21804930056,20,1,Rl/ul
h21804930057,20,1,
h21804960064,20,1,Rl/ul
h21804960066,22,1,Ul
h21804970069,20,1,Rl/ul
h21804970070,20,1,
h21804980072,20,1,Rl/ul
h21804990083,22,1,Ul
h21805000084,9,1,rl/ul/tl
h21805000085,9,1,rl/ul/tl
h21805010093,20,1,Rl/ul
h21805010094,20,1,Rl/ul
h21805020097,20,1,Rl/ul
h21805020098,20,1,Rl/ul
h21805020099,20,1,Rl/ul
h21805040000,7,1,kiri
h21805110001,20,1,Rl/ul
h21805450000,8,1,rl/uk pulm
h21805450000,27,2,rl/uk pulm
h21805770005,9,1,rl/ul/tl
h21805820047,26,1,?
h21805860000,7,1,kiri
h21806000000,8,1,rl/ul kal
h21806000000,27,2,rl/ul kal
h21806130016,20,1,Rl/ul
h21806370022,8,1,rl/uk kal
h21806370022,27,2,rl/uk kal
h21806760005,22,1,Ul
h21806760006,22,1,Ul
h21806780007,22,1,Ul
h21806780008,9,1,rl/ul/tl
h21806790009,9,1,rl/ul/tl
h21806790010,20,1,Rl/ul
h21806800013,9,1,rl/ul/tl
h21806810015,20,1,Rl/ul
h21807280000,11,1,rl/mõist
h21807290001,20,1,Rl/ul
h21807310002,20,1,Rl/ul
h21807380010,22,1,Ul
h21807510001,8,1,rl/ns/uk
h21807510001,27,2,rl/ns/uk
h21807530002,8,1,rl/ns/uk
h21807530002,27,2,rl/ns/uk
h21807720002,22,1,Ul
h21807730006,9,1,rl/ul/tl
h21807770009,9,1,rl/ul/tl
h21807770010,20,1,Ul/rl
h21807780011,20,1,Rl/ul
h21807810021,20,1,Rl/ul
h21807840024,22,1,Ul
h21807840025,20,1,Rl/ul
h21807860001,9,1,rl/tl
h21807860029,22,1,Ul
h21807870002,9,1,rl/tl
h21807870003,9,1,rl/tl
h21808030008,20,1,Rl/ul
h21808050009,22,1,Ul
h21808090002,22,1,Ul
h21808210104,11,1,ul/mõist
h21808210104,22,2,ul/mõist
h21808320001,22,1,Ul
h21808350004,20,1,Rl/ul
h21808700000,2,1,andm rl
h21808920001,22,1,Ul
h21808950003,22,1,Ul
h21808960004,20,1,Rl/ul
h21808980006,26,1,rl/ul/mng
h21808980007,19,1,ul/mng
h21809000008,19,1,ul/mng
h21809010009,19,1,
h21809020010,19,1,ul/mng
h21809240001,20,1,
h21809440000,7,1,kiri
h21901260020,20,1,Rl/ul
h21901280022,20,1,Rl/ul
h21901310024,20,1,Rl/ul
h21901400032,9,1,rl/ul/tl
h21901420035,22,1,Ul
h21901460038,20,1,Rl/ul
h21901520042,20,1,Rl/ul
h21902700082,20,1,Rl/ul
h21902720084,20,1,Rl/ul
h21902730085,20,1,Rl/ul
h21902780089,20,1,Rl/ul
h21902860095,20,1,Rl/ul
h21903020014,20,1,Rl/ul
h21903060020,9,1,rl/ul/tl
h21903520014,20,1,Rl/ul
h21903530016,20,1,Rl/ul
h21903540018,20,1,Rl/ul
h21903550021,20,1,Rl/ul
h21903590025,22,1,Ul
h21903740002,22,1,Ul
h21903790008,9,1,rl/ul/tl
h21903870017,20,1,Rl/ul
h21903880017,20,1,Rl/ul
h21904730004,20,1,Rl/ul
h21904760006,20,1,Rl/ul
h21904780009,20,1,Rl/ul
h21904810012,20,1,Rl/ul
h21904840013,20,1,
h21905110037,20,1,Rl/ul
h21905170001,10,1,rl/lh
h21905170002,10,1,rl/lh
h21905170003,10,1,rl/lh
h21905180004,10,1,rl/lh
h21905180005,10,1,rl/lh
h21905180006,10,1,rl/lh
h21905210007,10,1,rl/lh
h21905490001,8,1,rl/ns/uk
h21905490001,27,2,rl/ns/uk
h21906060032,20,1,Rl/ul
h21906540008,20,1,Rl/ul
h21906580012,20,1,Rl/ul
h21906770029,20,1,Rl/ul
h21906880038,20,1,Rl/ul
h21907460005,20,1,Rl/ul
h21908310001,10,1,rl/lh
h21908310002,10,1,rl/lh
h21908310003,10,1,rl/lh
h21908320004,10,1,rl/lh
h21908320005,10,1,rl/lh
h21908320006,10,1,rl/lh
h21908320007,10,1,rl/lh
h21908320008,10,1,rl/lh
h21908370000,7,1,kiri
h21908530006,20,1,Rl/ul
h21909030002,22,1,Ul
h21909110007,13,1,muist/rl
h21909110007,27,2,muist/rl
h22001230000,7,1,kiri
h22001400011,9,1,rl/ul/tl
h22002110000,20,1,Rl/ul
h22002220001,22,1,Ul
h22002230002,22,1,Ul
h22002320000,7,1,kiri
h22002500028,22,1,Ul
h22002510030,20,1,Rl/ul
h22002540000,7,1,kiri
h22002640000,7,1,kiri/ul
h22002640000,22,2,kiri/ul
h22002650000,7,1,kiri
h22002720000,7,1,kiri
h22002770014,8,1,rl/uk pulm
h22002770014,27,2,rl/uk pulm
h22002780015,8,1,rl/uk pulm
h22002780015,27,2,rl/uk pulm
h22002780016,8,1,rl/uk pulm
h22002780016,27,2,rl/uk pulm
h22002790017,8,1,rl/ul/tl/uk pulm
h22002790017,9,2,rl/ul/tl/uk pulm
h22002800018,9,1,rl/ul/tl
h22002800019,8,1,rl/uk pulm
h22002800019,27,2,rl/uk pulm
h22002820020,8,1,rl/uk pulm
h22002820020,27,2,rl/uk pulm
h22002840021,8,1,rl/uk pulm
h22002840021,27,2,rl/uk pulm
h22002840022,8,1,rl/uk pulm
h22002840022,27,2,rl/uk pulm
h22002870001,9,1,rl/ul/tl
h22002890009,20,1,Rl/ul
h22002920016,20,1,Rl/ul
h22002930020,20,1,Rl/ul
h22002950027,22,1,Ul
h22002960028,20,1,Rl/ul
h22003120026,9,1,rl/ul/tl
h22003120027,9,1,rl/ul/tl
h22003410008,9,1,rl/ul/tl
h22003420009,22,1,Ul
h22003440015,20,1,Rl/ul
h22003460019,20,1,Rl/ul
h22003570001,20,1,Rl/ul
h22003870004,12,1,mj/rl
h22003870004,27,2,mj/rl
h22004190001,12,1,mj/rl/ul
h22004190001,22,2,mj/rl/ul
h22006460000,7,1,kiri
h22007240042,8,1,
h22007240042,27,2,
h22007360013,8,1,rl/uk
h22007360013,27,2,rl/uk
h22007420024,8,1,rl/uk
h22007420024,27,2,rl/uk
h22007450001,12,1,mj/rl
h22007450001,27,2,mj/rl
h22007700000,7,1,kiri
h22007710000,8,1,rl/uk pulm
h22007710000,27,2,rl/uk pulm
h22007980000,8,1,rl/ns/uk
h22007980000,27,2,rl/ns/uk
h22008170002,20,1,Rl/ul
h22008190008,9,1,rl/ul/tl
h22008190009,9,1,rl/ul/tl
h22008190010,22,1,Ul
h22008200000,7,1,kiri
h22008260014,20,1,Rl/ul
h22008260016,20,1,Rl/ul
h22008270019,22,1,Ul
h22008300025,20,1,Rl/ul
h22100750000,2,1,andm rl
h22101170000,2,1,andm rl
h22101200000,2,1,andm rl
h22101230000,2,1,andm rl
h22101320063,20,1,Rl/ul
h22101490004,20,1,Rl/ul
h22101500005,20,1,Rl/ul
h22101820000,7,1,kiri
h22101830001,20,1,Rl/ul
h22101930010,20,1,Rl/ul
h22101990000,7,1,kiri
h22102140007,20,1,Rl/ul
h22102690003,8,1,rl/ns/uk
h22102690003,27,2,rl/ns/uk
h22103250000,8,1,rl/uk pulm
h22103250000,27,2,rl/uk pulm
h22104010001,22,1,Ul
h22104020002,22,1,Ul
h22104050003,22,1,Ul
h22104060004,22,1,Ul
h22104200006,9,1,rl/ul/tl
h22104220010,20,1,Rl/ul
h22104410002,22,1,Ul
h22104430004,20,1,Rl/ul
h22104640009,20,1,Rl/ul
h22104650000,7,1,kiri
h22105120000,7,1,kiri
h22105150004,20,1,Rl/ul
h22105230011,20,1,Rl/ul
h22105350000,7,1,kiri
h22105470004,20,1,Rl/ul
h22105630000,7,1,kiri
h22105740006,20,1,Rl/ul
h22105790012,22,1,Ul
h22106630001,10,1,rl/lh
h22106630002,10,1,rl/lh
h22106630003,10,1,rl/lh
h22106640004,8,1,rl/lh/uk
h22106640004,10,2,rl/lh/uk
h22106640005,10,1,rl/lh
h22106640006,10,1,rl/lh
h22108520000,22,1,Ul
h22108670009,9,1,rl/ul/tl
h22108930009,9,1,rl/ul/tl
h22109410029,20,1,Rl/ul
h22109460031,20,1,Rl/ul
h22109480035,20,1,Rl/ul
h22109510038,20,1,Rl/ul
h22109700006,10,1,rl/lh
h22200660002,5,1,j/rl
h22200660002,27,2,j/rl
h22200910000,7,1,kiri
h22201330000,7,1,kiri
h22201790000,7,1,kiri
h22201850000,7,1,kiri
h22202140102,9,1,rl/ul/tl
h22202330000,8,1,
h22202330000,27,2,
h22202450005,8,1,Uk/rl
h22202450005,27,2,Uk/rl
h22202480011,8,1,
h22202480011,27,2,
h22202520018,8,1,
h22202520018,27,2,
h22202580027,8,1,Uk/rl
h22202580027,27,2,Uk/rl
h22202660028,8,1,Uk/rl
h22202660028,27,2,Uk/rl
h22203150010,13,1,muist/rl
h22203150010,27,2,muist/rl
h22203190013,10,1,rl/lh
h22203190014,10,1,rl/lh
h22203750001,8,1,uk med/ns
h22203750001,27,2,uk med/ns
h22203750002,8,1,uk/ns
h22203750002,27,2,uk/ns
h22203790004,20,1,Rl/ul
h22203880000,7,1,kiri
h22204080014,8,1,Uk/rl
h22204080014,27,2,Uk/rl
h22204090001,5,1,j/rl/ul
h22204090001,20,2,j/rl/ul
h22204150006,22,1,Ul
h22204170000,7,1,kiri
h22204650001,5,1,rl/j
h22204650001,27,2,rl/j
h22204810002,5,1,j/rl
h22204810002,27,2,j/rl
h22204820003,5,1,j/rl
h22204820003,27,2,j/rl
h22204960000,7,1,kiri
h22205220017,20,1,Rl/ul
h22205220191,22,1,Ul
h22205220192,20,1,Rl/ul
h22205390000,20,1,Rl/ul
h22205950021,20,1,rl/ul?
h22205960022,20,1,Rl/ul
h22206690000,7,1,kiri
h22206860000,7,1,kiri
h22207020000,7,1,kiri
h22207770000,7,1,kiri
h22207920010,8,1,ns/uk
h22207920010,27,2,ns/uk
h22208010000,7,1,kiri
h22208900000,7,1,kiri
h22209150001,8,1,uk pulm/rl
h22209150001,27,2,uk pulm/rl
h22210060009,22,1,Ul
h22210160000,7,1,kiri
h22210430013,8,1,uk/ns
h22210430013,27,2,uk/ns
h22210440014,8,1,uk/ns
h22210440014,27,2,uk/ns
h22210470025,8,1,uk/ns
h22210470025,27,2,uk/ns
h22210470026,8,1,uk/ns
h22210470026,27,2,uk/ns
h22210480028,8,1,uk/ns
h22210480028,27,2,uk/ns
h22210480029,8,1,uk/ns
h22210480029,27,2,uk/ns
h22210490035,8,1,uk/ns
h22210490035,27,2,uk/ns
h22210500036,8,1,uk/ns
h22210500036,27,2,uk/ns
h22210500040,8,1,uk/ns
h22210500040,27,2,uk/ns
h22300250001,8,1,Uk/rl
h22300250001,27,2,Uk/rl
h22300270000,7,1,kiri/l
h22300270000,22,2,kiri/l
h22300320006,20,1,Ul/rl
h22301040009,21,1,
h22301050010,10,1,lh
h22301280000,5,1,j/rl
h22301280000,27,2,j/rl
h22301320000,8,1,Uk/rl
h22301320000,27,2,Uk/rl
h22301630002,8,1,Uk/rl
h22301630002,27,2,Uk/rl
h22301790000,7,1,kiri
h22301990005,13,1,muist/rl
h22301990005,27,2,muist/rl
h22302040006,10,1,lh
h22302050001,10,1,lh
h22302050002,10,1,lh
h22303120014,26,1,ul/rl/tl
h22303840000,7,1,kiri
h22304630001,8,1,Uk/rl
h22304630001,27,2,Uk/rl
h22304640008,8,1,uk/rl?
h22304640008,27,2,uk/rl?
h22304650000,7,1,kiri
h22305790000,5,1,j/rl
h22305790000,27,2,j/rl
h22306080001,8,1,Uk/rl
h22306080001,27,2,Uk/rl
h22306190000,7,1,kiri
h22306410010,22,1,Ul
h22306450016,22,1,Ul
h22306510000,7,1,kiri
h22307060001,22,1,Ul
h22307080000,7,1,kiri
h22307480000,7,1,kiri
h223274a0000,7,1,kiri
h223306a0000,7,1,kiri
h22400310009,5,1,
h22400310009,27,2,
h22401350022,5,1,j/rl
h22401350022,27,2,j/rl
h22402360280,8,1,
h22402360280,27,2,
h22402360281,8,1,
h22402360281,27,2,
h22404750271,10,1,
h22404760272,10,1,
h22405240325,22,1,
h22406500010,9,1,rl/ul/tl
h22406500011,20,1,
h22406560003,20,1,
h22406580006,20,1,Rl/ul
h22406640013,20,1,Rl/ul
h22406970013,20,1,Rl/ul
h22408110007,20,1,Rl/ul
h22408790000,2,1,andm rl
h22408880013,20,1,Rl/ul
h22408910002,20,1,Rl/ul
h22409030006,20,1,Rl/ul
h22500540030,22,1,Ul
h22500550031,22,1,Ul
h22500600035,22,1,Ul
h22501190000,7,1,kiri
h22501820072,22,1,Ul
h22502370001,22,1,Ul
h22502460037,20,1,Rl/ul
h22503010000,7,1,kiri
h22503150000,7,1,kiri
h22503220040,8,1,
h22503220040,27,2,
h22503580002,8,1,Uk/ul
h22503580002,22,2,Uk/ul
h22503790000,7,1,kiri/ul
h22503790000,22,2,kiri/ul
h22503940000,7,1,kiri
h22504160002,10,1,lh
h22504200005,26,1,ll/mngl?
h22504200006,26,1,ll/mngl?
h22504450000,22,1,Ul
h22504460000,22,1,Ul
h22504470000,22,1,Ul
h22504490000,22,1,Ul
h22504500000,22,1,Ul
h22504520000,22,1,Ul
h22504740112,8,1,uk/ns
h22504740112,27,2,uk/ns
h22504750117,10,1,lh
h22504930002,12,1,mj/rl
h22504930002,27,2,mj/rl
h22505470000,7,1,kiri
h22507710046,20,1,Rl/ul
h22507730048,20,1,Rl/ul
h22507820094,20,1,Rl/ul
h22508200007,22,1,Ul
h22508200008,9,1,rl/ul/tl
h22509030001,8,1,
h22509030001,27,2,
h22509650000,2,1,andm
h22509930000,2,1,andm
h22511350000,7,1,kiri/andm
h225250a0000,7,1,kiri
h225506a0000,7,1,kiri
h22600690016,20,1,Rl/ul
h22600700017,20,1,Rl/ul
h22600770028,20,1,Rl/ul
h22600870040,20,1,Rl/ul
h22600880043,20,1,Rl/ul
h22601640011,2,1,andm rl
h22601800002,22,1,
h22602210000,2,1,andm rl
h22602620221,10,1,rl/lh
h22602620222,10,1,rl/lh
h22602630223,10,1,rl/lh
h22602630224,10,1,rl/lh
h2260263022b,10,1,rl/lh
h22602730036,8,1,rl/uk kal
h22602730036,27,2,rl/uk kal
h22602790000,7,1,kiri
h22602840002,20,1,Rl/ul
h22602950010,20,1,Rl/ul
h22602970014,22,1,Ul
h22603240034,22,1,lk:ul
h22603470023,14,1,Mng
h22603530034,22,1,Ul
h22603530035,9,1,
h22603530036,9,1,rl/ul/tl
h22603540038,9,1,
h22603650003,8,1,rl/uk
h22603650003,27,2,rl/uk
h22604270000,7,1,kiri
h22604580001,5,1,j/rl
h22604580001,27,2,j/rl
h22604580002,5,1,
h22604580002,27,2,
h22604750000,7,1,kiri
h22604870008,20,1,Rl/ul
h22604890010,20,1,Rl/ul
h22604920012,22,1,Ul
h22605170015,20,1,Rl/ul
h22605190016,20,1,Rl/ul
h22605810003,22,1,Ul
h22606340011,20,1,Rl/ul
h22606680004,20,1,Rl/ul
h22606690000,7,1,kiri
h22606740005,20,1,Rl/ul
h22606750006,20,1,Rl/ul
h22606920004,8,1,rl/uk kal
h22606920004,27,2,rl/uk kal
h22607790078,10,1,rl/lh
h22608670001,5,1,j/rl
h22608670001,27,2,j/rl
h22608890000,7,1,kiri
h22609150018,20,1,Rl/ul
h22611120013,8,1,rl/uk kal
h22611120013,27,2,rl/uk kal
h226234a0000,7,1,kiri
h22700560000,5,1,j/rl
h22700560000,27,2,j/rl
h22700960015,20,1,Rl/ul
h22702140002,20,1,Rl/ul
h22702230001,22,1,Ul
h22702230002,20,1,
h22702240006,22,1,Ul
h22702240007,22,1,Ul
h22702250008,22,1,Ul
h22702250009,22,1,Ul
h22702260012,22,1,Ul
h22702330013,20,1,Rl/ul
h22702760004,20,1,Rl/ul
h22702770006,20,1,Rl/ul
h22702770009,22,1,Ul
h22702950002,22,1,Ul
h22702970014,22,1,Ul
h2270297014a,20,1,
h22703030000,2,1,andm rl
