laul_id,zanr_id,jrk,originaal
eys0206970000,2,1,andm
eys0208130089,22,1,Ul
eys0208220122,22,1,Ul
eys0208280139,22,1,Ul
eys0208290140,22,1,Ul
eys0208350156,22,1,Ul
eys0208400172,22,1,Ul
eys0208470182,20,1,Rl/ul
eys0208490184,22,1,Ul
eys0208490185,22,1,Ul
eys0208520001,22,1,Ul
eys0208550002,9,1,rl/ul/tl
eys0208590003,22,1,Ul
eys0208600004,22,1,Ul
eys0208620005,22,1,Ul
eys0208630006,22,1,Ul
eys0208660007,22,1,Ul
eys0208660008,22,1,Ul
eys0208680009,22,1,Ul
eys0208700010,22,1,Ul
eys0208700011,22,1,Ul
eys0208710012,22,1,Ul
eys0208710013,22,1,Ul
eys0208720014,22,1,Ul
eys0208720015,22,1,Ul
eys0208740016,22,1,
eys0208740017,22,1,Ul
eys0208750018,22,1,
eys0208760019,20,1,Rl/ul
eys0208770020,9,1,rl/ul/tl
eys0208780021,22,1,ul/ll
eys0208780022,22,1,ul/ll
eys0208780023,22,1,Ul
eys0208790024,22,1,Ul
eys0208790025,22,1,Ul
eys0208790026,22,1,Ul
eys0208800027,22,1,Ul
eys0208820028,22,1,Ul
eys0208820029,22,1,Ul
eys0208820030,19,1,ul/Mngl
eys0208830031,22,1,Ul
eys0208830032,22,1,Ul
eys0208860039,22,1,Ul
eys0208880040,22,1,Ul
eys0208890041,22,1,Ul
eys0208890042,22,1,Ul
eys0208900043,20,1,Rl/ul
eys0208930045,20,1,Rl/ul
eys0208960048,22,1,Ul
eys0208960049,22,1,Ul
eys0208970050,22,1,Ul
eys0208970051,22,1,Ul
eys0208970052,22,1,Ul
eys0208980054,22,1,Ul
eys0209000055,26,1,rl/ul/rmngl
eys0209000056,22,1,Ul
eys0209020057,19,1,Ul/rmngl
eys0209030058,19,1,Ul/rmngl
eys0209040059,19,1,Ul/rmngl
eys0209050060,19,1,Ul/rmngl
eys0209080061,19,1,Ul/rmngl
eys0209100062,19,1,Ul/rmngl
eys0209110063,19,1,Ul/rmngl
eys0209120064,19,1,Ul/rmngl
eys0209120065,19,1,Ul/rmngl
eys0209130066,19,1,
eys0209130067,19,1,Ul/rmngl
eys0209140068,19,1,Ul/rmngl
eys0209150069,19,1,Ul/rmngl
eys0209150070,19,1,Ul/rmngl
eys0209150071,19,1,Ul/rmngl
eys0209160072,19,1,Ul/rmngl
eys0209170073,19,1,Ul/rmngl
eys0209170074,19,1,Ul/rmngl
eys0209180075,22,1,Ul
eys0209190076,20,1,Rl/ul
eys0209190077,22,1,ul/ll
eys0209200079,20,1,Rl/ul
eys0209220080,22,1,Ul
eys0209230000,2,1,andm
eys0209230081,20,1,Rl/ul
eys0209250083,22,1,Ul
eys0209290087,22,1,Ul
eys0209290088,22,1,Ul
eys0209300089,20,1,Rl/ul
eys0209320091,22,1,Ul
eys0209370092,22,1,Ul
eys0209400093,19,1,Ul/rmngl
eys0209410094,22,1,Ul
eys0209420095,22,1,Ul
eys0209420096,22,1,Ul
eys0209430097,20,1,Rl/ul
eys0209440099,20,1,Rl/ul
eys0209460101,22,1,Ul
eys0209470103,22,1,Ul
eys0209480104,22,1,Ul
eys0209490105,22,1,Ul
eys0209530109,22,1,Ul
eys0209540110,22,1,Ul
eys0209550111,20,1,Rl/ul
eys0209570114,22,1,Ul
eys0209580115,22,1,Ul
eys0209580116,22,1,Ul
eys0209600118,22,1,Ul
eys0209610119,22,1,Ul
eys0209620120,22,1,Ul
eys0209640121,22,1,Ul
eys0209640122,22,1,Ul
eys0209650123,22,1,Ul
eys0209680124,22,1,Ul
eys0209710125,22,1,Ul
eys0209730126,22,1,Ul
eys0209750127,22,1,Ul
eys0209750128,22,1,Ul
eys0209760129,22,1,Ul
eys0209760130,22,1,Ul
eys0209770131,20,1,Rl/ul
eys0209790133,22,1,Ul
eys0209810135,22,1,Ul
eys0209810136,20,1,Rl/ul
eys0209820137,26,1,rl/ul/rmngl
eys0209830138,19,1,Ul/rmngl
eys0209840139,19,1,Ul/rmngl
eys0209840140,19,1,Ul/rmngl
eys0209850141,19,1,Ul/rmngl
eys0209850142,19,1,Ul/rmngl
eys0209860143,19,1,Ul/rmngl
eys0209860144,19,1,Ul/rmngl
eys0209880145,19,1,Ul/rmngl
eys0209900146,19,1,Ul/rmngl
eys0209910148,19,1,Ul/rmngl
eys0209930149,20,1,Rl/ul
eys0209960153,9,1,rl/ul/tl
eys0209960154,9,1,rl/ul/tl
eys0209970155,22,1,Ul
eys0209970156,20,1,
eys0209980157,22,1,Ul
eys0209980158,22,1,Ul
eys0209990159,22,1,Ul
eys0209990160,20,1,Rl/ul
eys0210000162,20,1,Rl/ul
eys0210010163,9,1,
eys0210020164,23,1,ul/tl
eys0210020165,23,1,ul/tl
eys0210020166,23,1,ul/tl
eys0210030167,23,1,ul/tl
eys0210030168,23,1,ul/tl
eys0210040169,23,1,ul/tl
eys0210050171,22,1,Ul
eys0210070174,22,1,Ul
eys0210070175,22,1,Ul
eys0210070176,22,1,Ul
eys0210080177,22,1,Ul
eys0210090179,9,1,rl/ul/tl
eys0210090180,22,1,Ul
eys0210260000,2,1,andm
eys0210360000,2,1,andm
eys0210360021,9,1,rl/ul/tl
eys0210380027,19,1,ul/Mngl
eys0210390000,2,1,andm
eys0210400000,2,1,andm
eys0210420034,20,1,Rl/ul
eys0210500000,2,1,andm
eys0210630000,2,1,andm
eys0210710016,22,1,Ul
eys0300060000,7,1,kiri/andm/rl
eys0300060000,27,2,kiri/andm/rl
eys0300090000,7,1,andm/kiri
eys0300100003,22,1,Ul
eys0300110004,22,1,Ul
eys0300120007,22,1,Ul
eys0300170023,22,1,Ul
eys0300290067,22,1,Ul
eys0300460004,20,1,Rl/ul
eys0300480005,20,1,Rl/ul
eys0300560013,22,1,Ul
eys0300570014,26,1,rl/rmngl
eys0300690030,8,1,rl/uk
eys0300690030,27,2,rl/uk
eys0301790000,22,1,Ul
eys0301870026,22,1,Ul
eys0302150009,22,1,
eys0303630056,20,1,Rl/ul
eys0304280110,22,1,Ul
eys0304600122,26,1,rl/ul/mngl
eys0304820129,20,1,Rl/ul
eys0304990137,20,1,Rl/ul
eys0305030139,22,1,Ul
eys0305060141,22,1,Ul
eys0305060142,22,1,Ul
eys0305140000,7,1,kiri/andm
eys0305210003,20,1,Rl/ul
eys0305310000,2,1,andm
eys0305360015,20,1,Rl/ul
eys0306190083,22,1,Ul
eys0306190084,23,1,ul/tl
eys0306290000,2,1,andm
eys0306580018,26,1,rl/ul/mngl
eys0306850000,7,1,kiri/andm
eys0307060002,22,1,Ul
eys0307140008,20,1,Rl/ul
eys0307180011,20,1,Rl/ul
eys0307210000,23,1,ul/tl
eys0307210013,22,1,Ul
eys030722014a,23,1,ul/tl
eys030722014b,23,1,ul/tl
eys030723014c,23,1,ul/tl
eys030723014d,23,1,ul/tl
eys030723014e,23,1,ul/tl
eys0307240015,22,1,Ul
eys03571b0037,20,1,Rl/ul
eys0400680010,22,1,Ul
eys0400750018,22,1,Ul
eys0400920053,9,1,rl/ul/tl
eys0400960055,20,1,Rl/ul
eys0401350116,22,1,Ul
eys0401350118,20,1,Rl/ul
eys0401410127,20,1,Rl/ul
eys0401420000,7,1,andm/kiri/rl
eys0401420000,27,2,andm/kiri/rl
eys0401480146,22,1,Ul
eys0401490152,22,1,Ul
eys0401620172,20,1,Rl/ul
eys0401720191,22,1,Ul
eys0401850212,22,1,Ul
eys0401950235,22,1,Ul
eys0402170295,20,1,Rl/ul
eys0402190297,26,1,rl/rmngl
eys0402260303,26,1,rl/ul/rmngl
eys0402370331,9,1,rl/tl
eys0402610016,20,1,Rl/ul
eys0402650390,22,1,Ul
eys0402720402,22,1,Ul
eys0402740407,22,1,Ul
eys0402850440,26,1,rl/ul/rmngl
eys040288443a,26,1,rl/ul/rmngl
eys0403120570,22,1,Ul
eys0403130572,20,1,Rl/ul
eys0403160580,19,1,ul/Mngl
eys0403170584,22,1,Ul
eys0403190590,22,1,Ul
eys0403230599,26,1,rl/ul/mngl
eys0403720745,22,1,Ul
eys0403720746,22,1,Ul
eys0403720748,20,1,Rl/ul
eys0403720749,22,1,Ul
eys0403750763,22,1,Ul
eys0403960795,20,1,Rl/ul
eys0404390889,19,1,ul/Mngl
eys0404630989,22,1,Ul
eys0404640991,5,1,rl/j
eys0404640991,27,2,rl/j
eys0404640992,9,1,rl/tl
eys0404640995,26,1,rl/rmngl
eys0404801072,20,1,Rl/ul
eys0404951138,5,1,
eys0404951138,22,2,
eys0405141189,22,1,Ul
eys0405251207,19,1,Ul/rmngl
eys0405411230,22,1,
eys0405421233,22,1,
eys0405751272,22,1,Ul
eys0405761277,22,1,Ul
eys0406161360,20,1,Rl/ul
eys0406221377,22,1,Ul
eys0406351422,22,1,Ul
eys0406811542,19,1,Ul/rmngl
eys0406851547,19,1,Ul/rmngl
eys0406861548,26,1,rl/ul/rmngl
eys0406891551,22,1,Ul
eys0406901556,22,1,Ul
eys0406951564,22,1,Ul
eys0406951567,26,1,rl/rmngl
eys0407151615,20,1,Rl/ul
eys0407151616,20,1,Rl/ul
eys0407171622,22,1,Ul
eys0407511731,20,1,Rl/ul
eys0408171905,26,1,rl/ul/mngl
eys0408201907,26,1,
eys0409830050,22,1,Ul
eys0410180060,22,1,Ul
eys0410270005,22,1,Ul
eys0410390016,22,1,Ul
eys0410650005,22,1,Ul
eys041078008a,22,1,Ul
eys0411180010,22,1,l
eys0411200011,22,1,l
eys0411210015,22,1,l
eys0411440027,19,1,Rmngl
eys0411460028,19,1,Rmngl
eys0411550035,9,2,
eys0411560036,23,1,
eys0411690105,22,1,Ul
eys0411730004,19,1,rmngl/tl
eys0412130036,19,1,rnmgl
eys0412170037,19,1,Rmngl
eys0412240040,19,1,rmngl/tl
eys0412310250,22,1,Ul
eys0412380005,22,1,Ul
eys0412380006,20,1,Rl/ul
eys0412410008,22,1,Ul
eys0412990006,22,1,Ul
eys0413040020,20,1,Rl/ul
eys0413050025,20,1,
eys0413060026,20,1,Rl/ul
eys0413060028,20,1,Rl/ul
eys0413070029,20,1,Rl/ul
eys0413090030,22,1,Ul
eys0413160034,20,1,Rl/ul
eys0413290046,22,1,Ul
eys0413340050,22,1,Ul
eys0413400056,20,1,Rl/ul
eys0413410057,22,1,Ul
eys0413610080,22,1,Ul
eys0413660088,20,1,Rl/ul
eys0413830107,20,1,Rl/ul
eys0413870110,20,1,Rl/ul
eys0413920115,20,1,Rl/ul
eys0416740175,22,1,Ul
eys0416770177,22,1,Ul
eys0417840280,22,1,Ul
eys041786281a,22,1,Ul
eys0418360342,20,1,Rl/ul
eys0418370343,20,1,Rl/ul
eys0420090047,20,1,
eys047121610a,22,1,Ul
eys047121610b,20,1,Rl/ul
eys0500040003,22,1,Ul
eys0500100004,22,1,Ul
eys0500150015,22,1,Ul
eys0500190018,22,1,Ul
eys0500230021,22,1,Ul
eys0500330038,22,1,Ul
eys050057053c,22,1,Ul
eys0500600057,19,1,ul/Mngl
eys0500610064,22,1,Ul
eys0500700000,20,1,Rl/ul
eys0500700066,20,1,Rl/ul
eys0500870097,22,1,Ul
eys0500930107,22,1,Ul
eys0501070123,22,1,Ul
eys0501180141,22,1,Ul
eys0501220149,22,1,Ul
eys0501380010,22,1,Ul
eys0501470048,23,1,tl/mngl
eys0501480055,22,1,Ul
eys0502460129,22,1,Ul
eys0503070006,22,1,Ul
eys0503290017,19,1,ul/Mngl
eys0503360024,19,1,ul/Mngl
eys0503750066,19,1,ul/Mngl
eys0503910078,22,1,Ul
eys0504760160,20,1,Rl/ul
eys0505030002,22,1,Ul
eys0506190039,19,1,ul/Mngl
eys0506200041,19,1,ul/Mngl
eys0506480076,20,1,Rl/ul
eys0506700107,22,1,Ul
eys0507240187,22,1,Ul
eys0507440041,19,1,ul/Mngl
eys0507940039,22,1,Ul
eys0507990047,22,1,Ul
eys0508000048,22,1,Ul
eys0508070017,2,1,andm
eys0508170076,20,1,Rl/ul
eys0508270086,19,1,ul/Mngl
eys0508430100,22,1,Ul
eys0508470103,22,1,Ul
eys0509680237,22,1,Ul
eys0509820254,22,1,Ul
eys0509940263,20,1,Rl/ul
eys0510270002,19,1,ul/Mngl
eys0510280003,19,1,ul/Mngl
eys0510290004,26,1,rl/ul/mngl
eys0510330009,19,1,ul/Mngl
eys0510340010,19,1,
eys0510360013,19,1,ul/Mngl
eys0510370014,19,1,
eys0510650019,26,1,rl/ul/mngl
eys0510700031,22,1,
eys0510790049,22,1,
eys0511060104,21,2,
eys0511100114,20,1,
eys0511100116,22,1,
eys0511110120,22,1,
eys0511120121,22,1,
eys0511150128,20,1,
eys0511180135,20,1,
eys0511200140,22,1,
eys0511210143,22,2,
eys0511210143,27,1,
eys0511310166,22,1,Ul
eys0511950001,19,1,ul/Mngl
eys0511980011,22,1,Ul
eys0511990016,19,1,
eys0512010019,22,1,Ul
eys0512180000,2,1,andm rl
eys051252013a,22,1,ul.
eys0512560017,22,1,Ul
eys0514330000,22,1,Ul
eys0514390018,22,1,ul.
eys0514480031,22,1,Ul
eys0514510055,20,1,Rl/ul
eys0514600049,22,1,ul kirj
eys0514620052,22,1,ul.
eys0514650058,22,1,Ul
eys0514680003,22,1,Ul
eys0514780081,22,1,Ul
eys0514940017,22,1,Ul
eys0515000027,22,1,Ul
eys0515040033,19,1,
eys0515060035,22,1,ul.
eys0515080039,22,1,ul.
eys0515090041,22,1,ul.
eys0515210063,22,1,Ul
eys0515240070,22,1,Ul
eys0515450029,22,1,Ul
eys0515730062,22,1,ul.
eys0515730063,22,1,ul.
eys051576007a,22,1,Ul
eys0600140026,22,1,Ul
eys0600570253,26,1,rl/ul/mngl
eys0601230023,20,1,Rl/ul
eys0601950003,22,1,
eys0602030048,19,1,
eys0602040050,20,1,
eys0602170002,22,1,
eys060257040a,20,1,
eys0604410004,20,1,Rl/ul
eys0604440011,22,1,Ul
eys0604460014,20,1,Rl/ul
eys0604460015,20,1,Rl/ul
eys0605190121,19,1,Rmngl
eys0605510147,22,1,Ul
eys0605520148,20,1,Rl/ul
eys0605700166,26,1,rl/ul/mngl
eys0605780177,20,1,Rl/ul
eys0605840187,22,1,
eys0606320003,20,1,Rl/ul
eys0606500017,22,1,Ul
eys0606530020,20,1,Rl/ul
eys0606560024,20,1,Rl/ul
eys0606650036,22,1,Ul
eys0606800048,22,1,Ul
eys0607440014,26,1,rl/ul/mngl
eys0607530022,20,1,Rl/ul
eys0607730037,20,1,Rl/ul
eys0608400101,26,1,rl/ul/mngl
eys0609120002,20,1,Rl/ul
eys0609160008,20,1,Rl/ul
eys0609190013,20,1,
eys0609340049,20,1,Rl/ul
eys0609350050,20,1,Rl/ul
eys0609450058,22,1,Ul
eys0609480062,22,1,Ul
eys0609570084,22,1,Ul
eys0610320190,22,1,Ul
eys0610320191,22,1,Ul
eys0610480208,22,1,Ul
eys0610510211,20,1,Rl/ul
eys0610630223,22,1,Ul
eys0610650225,22,1,Ul
eys0610740236,22,1,Ul
eys0611050282,22,1,Ul
eys0611060283,22,1,Ul
eys0611070284,20,1,
eys0611110287,20,1,Rl/ul
eys0611150290,22,1,Ul
eys0611150292,20,1,Rl/ul
eys0611460028,19,1,Rmngl
eys0611510038,22,1,Ul
eys0611550042,22,1,Ul
eys0611610056,20,1,
eys0611650065,20,1,Rl/ul
eys0611660066,22,1,Ul
eys0611780085,22,1,Ul
eys0611780087,22,1,Ul
eys0611790089,20,1,
eys0611800092,22,1,Ul
eys0611810094,22,1,Ul
eys0611830098,22,1,Ul
eys0611870106,22,1,Ul
eys0611880107,20,1,
eys0611920116,20,1,Rl/ul
eys0611930118,26,1,rl/ul/mngl
eys0611940120,20,1,Rl/ul
eys0611990132,22,1,Ul
eys0612270002,20,1,Rl/ul
eys0612510034,20,1,Rl/ul
eys0613870040,19,1,Rmngl
eys0614360105,19,1,Rmngl
eys0614370106,19,1,Rmngl
eys0614530137,20,1,Rl/ul
eys0614600145,20,1,Rl/ul
eys0614930197,20,1,Rl/ul
eys0615020222,22,1,Ul
eys0615330263,26,1,rl/ul/mngl
eys0615360283,9,1,
eys0615370284,19,1,Rmngl
eys0615420289,22,1,Ul
eys0616030021,19,1,
eys0616080029,19,1,
eys0616210050,22,1,Ul
eys0616210051,19,1,ul/Mngl
eys0616450089,22,1,Ul
eys0616530097,19,1,ul/Mngl
eys0616530098,19,1,ul/Mngl
eys0616720121,26,1,rl/ul/mngl
eys0616920149,22,1,Ul
eys0700980024,20,1,Rl/ul
eys0701470030,19,1,ul/Mngl
eys0701620049,19,1,Rmngl
eys0701640051,20,1,Rl/ul
eys0702390000,22,1,Ul
eys0702390021,19,1,ul/Mngl
eys0702390022,19,1,ul/Mngl
eys0702440082,19,1,ul/Mngl
eys0702450108,19,1,ul/Mngl
eys0703510141,22,1,Ul
eys0704370229,22,1,Ul
eys0705490125,19,1,ul/Mngl
eys0705570003,19,1,lk:ul/mngl
eys0705610023,19,1,ul/Mngl
eys0706530004,22,1,Ul
eys0707020090,22,1,Ul
eys0707100101,21,1,
eys0707660001,22,1,Ul
eys0707730005,19,1,ul/Mngl
eys0707760002,19,1,ul/Mngl
eys0707860007,19,1,ul/Mngl
eys0707880008,19,1,ul/Mngl
eys0707890009,19,1,ul/Mngl
eys0708780024,22,1,
eys0708850056,19,1,ul/Mngl
eys0709440003,22,1,
eys0709550009,22,1,
eys0709580012,20,1,
eys0709780031,19,1,
eys0710380088,19,1,
eys0710620104,19,1,
eys0710740112,22,1,Ul
eys0710760113,22,1,Ul
eys0710770114,22,1,Ul
eys0710770115,22,1,Ul
eys0710780117,22,1,Ul
eys0710790119,22,1,Ul
eys0710800118,22,1,Ul
eys0710850125,22,1,Ul
eys071087130a,22,1,Ul
eys0710910131,22,1,Ul
eys0710910132,22,1,Ul
eys0710930133,22,1,Ul
eys0710930135,22,1,Ul
eys0710960138,19,1,ul/Mngl
eys0710970141,22,1,Ul
eys0710980142,22,1,Ul
eys0710980144,22,1,Ul
eys0710990143,22,1,Ul
eys0711120155,20,1,Rl/ul
eys0711140157,22,1,Ul
eys0711190162,22,1,Ul
eys0711710001,22,1,Ul
eys0711750003,22,1,
eys0712820088,19,1,ul/Mngl
eys0713120104,19,1,
eys0713160107,22,1,Ul
eys0713240112,20,1,Rl/ul
eys0713250113,22,1,Ul
eys0713260114,22,1,Ul
eys0713270115,22,1,Ul
eys0713290117,22,1,Ul
eys0713290118,22,1,UI
eys0713320119,22,1,Ul
eys0713370125,22,1,Ul
eys0713390127,22,1,Ul
eys0713420130,22,1,Ul
eys0713430130,22,1,Ul
eys0713440131,22,1,Ul
eys0713440132,22,1,Ul
eys0713460133,22,1,Ul
eys0713480135,22,1,UI
eys0713520138,19,1,ul/Mngl
eys0713550141,22,1,Ul
eys0713550142,22,1,Ul
eys0713560143,22,1,Ul
eys0713560144,22,1,Ul
eys0715330009,22,1,Ul
eys0715510037,26,1,rl/ul/mngl
eys0715530041,22,1,Ul
eys0715570051,22,1,Ul
eys0715640069,22,1,Ul
eys0715790093,22,1,Ul
eys0716010120,22,1,Ul
eys0716070126,20,1,Rl/ul
eys0716110137,22,1,Ul
eys0716360172,19,1,ul/Mngl
eys0716400177,22,1,Ul
eys0716450186,20,1,Rl/ul
eys0716830245,20,1,Rl/ul
eys0716920256,20,1,Rl/ul
eys0717190317,19,1,Rmngl
eys0717200318,22,1,Ul
eys0717220320,19,1,ul/Mngl
eys0717230321,19,1,Rmngl
eys0717230322,19,1,ul/Mngl
eys0717240323,22,1,Ul
eys0717250324,22,1,Ul
eys0717260325,19,1,ul/Mngl
eys0717270326,22,1,Ul
eys0717280327,22,1,Ul
eys0717300329,19,1,ul/Mngl
eys0717310330,22,1,Ul
eys0717330334,22,1,Ul
eys0717770401,22,1,Ul
eys0718790067,20,1,Rl/ul
eys0718920081,21,1,
eys0718950086,20,1,Rl/ul
eys0719290129,22,1,Ul
eys0719380143,22,1,Ul
eys0719440152,19,1,ul/Mngl
eys0722680004,22,1,Ul
eys0722690005,22,1,Ul
eys0722800022,22,1,Ul
eys0723060075,19,1,ul/Mngl
eys0723580164,19,1,ul/Mngl
eys0723780206,22,1,Ul
eys0724080279,19,1,ul/Mngl
eys0724160297,19,1,ul/Mngl
eys0724180301,19,1,ul/Mngl
eys0724390356,19,1,ul/Mngl
eys0724410360,19,1,
eys0724640414,19,1,ul/Mngl
eys0724700427,19,1,ul/Mngl
eys0724710428,19,1,ul/Mngl
eys0725270512,22,1,Ul
eys0726230001,22,1,Ul
eys0726450009,22,1,Ul
eys0726580029,22,1,Ul
eys0726850011,22,1,Ul
eys0726940020,22,1,Ul
eys0801550006,22,1,Ul
eys0801550007,19,1,Rmngl
eys0801550008,19,1,Rmngl
eys0801640000,2,1,andm
eys0801650013,22,1,Ul
eys0801670027,22,1,Ul
eys0801720073,22,1,Ul
eys0801730077,22,1,Ul
eys0801780101,22,1,Ul
eys0802260000,22,1,Ul
eys0802330018,22,1,Ul
eys0802340020,22,1,Ul
eys0802410034,22,1,Ul
eys0802440043,20,1,
eys0802470049,22,1,
eys0802540060,22,1,Ul
eys0802580071,22,1,Ul
eys0802650079,20,1,Rl/ul
eys0803540036,19,1,ul/Mngl
eys0803630050,22,1,Ul
eys0803640051,22,1,Ul
eys0803700061,22,1,Ul
eys0803700062,22,1,Ul
eys0803720065,20,1,Rl/ul
eys0803720066,20,1,Rl/ul
eys0803880092,20,1,Rl/ul
eys0803910097,22,1,Ul
eys0803910099,20,1,Rl/ul
eys0803920100,22,1,Ul
eys0803990113,22,1,Ul
eys0804180152,22,1,Ul
eys0804190153,22,1,Ul
eys0804200156,20,1,Rl/ul
eys0804260173,20,1,Rl/ul
eys0805310005,20,1,Rl/ul
eys0805420021,20,1,Rl/ul
eys0805470029,22,1,Ul
eys0805800095,19,1,ul/Mngl
eys0806000124,20,1,Rl/ul
eys0806460198,20,1,Rl/ul
eys0806930276,13,1,
eys0807310318,22,1,Ul
eys0807640372,22,1,Ul
eys0807880405,20,1,
eys0807900407,22,1,Ul
eys0807940413,22,1,Ul
eys0807990420,20,1,Rl/ul
eys0808040424,22,1,Ul
eys0808090437,20,1,Rl/ul
eys0808110438,20,1,Rl/ul
eys0808460499,20,1,Rl/ul
eys0808470500,20,1,Rl/ul
eys0808490502,22,1,Ul
eys0808510506,20,1,Rl/ul
eys0808560514,22,1,Ul
eys0808570515,22,1,Ul
eys0808640526,20,1,Rl/ul
eys0809260037,19,1,ul/Mngl
eys0809310001,22,1,Ul
eys0809340004,22,1,Ul
eys0809340005,22,1,Ul
eys0809390010,22,1,Ul
eys0809410012,22,1,Ul
eys0809410014,22,1,Ul
eys0809430017,22,1,Ul
eys0809460020,22,1,Ul
eys0809470022,22,1,Ul
eys0809480023,22,1,Ul
eys0809490024,22,1,Ul
eys0809500025,22,1,Ul
eys0809510026,22,1,Ul
eys080952027a,22,1,Ul
eys0809560029,22,1,Ul
eys0809570030,22,1,Ul
eys0809620036,22,1,Ul
eys0809640037,22,1,Ul
eys0809650038,22,1,Ul
eys0809660039,22,1,Ul
eys0809670040,22,1,Ul
eys0809670041,22,1,Ul
eys0809740004,22,1,Ul
eys0810160018,22,1,Ul
eys0810180019,22,1,Ul
eys0810600058,20,1,Rl/ul
eys0810820074,22,1,Ul
eys0810910082,22,1,Ul
eys0811700037,9,1,
eys0811910078,22,1,Ul
eys0811980093,22,1,
eys0811980093,27,2,
eys0813300005,22,1,Ul
eys0813350010,22,1,Ul
eys0813840089,22,1,Ul
eys0813910097,22,1,Ul
eys0814620049,22,1,Ul
eys0814690000,2,1,andm
eys0815280007,20,1,Rl/ul
eys0815520037,22,1,Ul
eys0815780000,2,1,andm
eys0816780214,22,1,Ul
eys0816900021,20,1,Rl/ul
eys0817010041,19,1,ul/Mngl
eys0817020042,19,1,ul/Mngl
eys0817070053,22,1,Ul
eys0817080054,22,1,Ul
eys0817260085,22,1,Ul
eys0817970007,19,1,ul/Mngl
eys0818520086,19,1,ul/Mngl
eys0818540089,19,1,ul/Mngl
eys0819340185,22,1,Ul
eys0819700235,22,1,Ul
eys0821090407,26,1,rl/ul/mngl
eys0822360545,19,1,ul/Mngl
eys0822720011,19,1,ul/Mngl
eys0822740016,26,1,rl/ul/mngl
eys0822760018,19,1,ul/Mngl
eys0823010022,26,1,rl/ul/mngl
eys0825160084,22,1,Ul
eys0900050011,22,1,Ul
eys0900310007,19,1,
eys0900440020,22,1,L (tatari)
eys0900440021,22,1,L (tatari)
eys0900580043,19,1,ul/Mngl
eys0900580044,19,1,ul/Mngl
eys0900580045,19,1,ul/Mngl
eys0900610049,19,1,ul/Mngl
eys0900620051,22,1,Ul
eys0900650054,22,1,Ul
eys0900680058,19,1,ul/Mngl
eys0900720063,12,1,
eys0900720063,27,2,
eys0900760065,22,1,Ul
eys0900880085,22,1,Ul
eys0901220001,22,1,Ul
eys0901230002,22,1,Ul
eys0901840008,19,1,ul/Mngl
eys090187009a,22,1,Ul
eys090189009b,22,1,Ul
eys090206021a,22,1,Ul
eys090207021b,22,1,Ul
eys090210021c,22,1,Ul
eys0902320005,22,1,Ul
eys0902330017,22,1,Ul
eys0902360001,22,1,Ul
eys0902440004,22,1,Ul
eys0902840025,19,1,ul/Mngl
eys0903020056,19,1,Rmngl
eys0903240081,22,1,Ul
eys0904050003,20,1,Rl/ul
eys0904220031,22,1,Ul
eys0904230033,22,1,Ul
eys0904360049,22,1,Ul
eys0904440057,22,1,Ul
eys0904600082,22,1,Ul
eys0904670089,22,1,Ul
eys0905060003,19,1,ul/Mngl
eys0905160013,22,1,Ul
eys0905280026,22,1,Ul
eys0905360031,20,1,Rl/ul
eys0905390033,22,1,
eys0906580061,22,1,Ul
eys0907390062,20,1,Rl/ul
eys0907850125,22,1,Ul
eys0908090027,22,1,Ul
eys0908490011,26,1,
eys0908650034,22,1,Ul
eys090878065a,22,1,Ul
eys090888080b,19,1,ul/Mngl
eys0908950085,19,1,ul/Mngl
eys0910140112,19,1,ul/Mngl
eys0910280134,20,1,Rl/ul
eys0910350141,22,1,Ul
eys0910520164,22,1,Ul
eys0911030000,2,1,andm rl
eys0911070028,19,1,ul/Mngl
eys0911160050,20,1,Rl/ul
eys0911220064,22,1,Ul
eys0911240000,2,1,andm rl
eys0911310000,2,1,andm rl
eys0911410100,19,1,ul/Mngl
eys0911410101,26,1,rl/ul/mngl
eys0911450000,2,1,andm/ rl
eys0911450000,27,2,andm/ rl
eys0911480120,22,1,Ul
eys0911500000,2,1,andm rl
eys0911550000,2,1,andm rl
eys0911670148,22,1,Ul
eys0911720157,22,1,Ul
eys0912890059,22,1,
eys0912940080,19,1,
eys0913230181,19,1,ul/Mngl
eys0913230182,19,1,ul/Mngl
eys0913250195,22,1,Ul
eys0913800451,22,1,Ul
eys0914610047,22,1,Ul
eys0914650053,22,1,Ul
eys0914720065,22,1,Ul
eys0914810071,26,1,rl/ul/mngl
eys0914950082,22,1,Ul
eys0915130107,22,1,Ul
eys1000730065,10,1,lh
eys1000730066,10,1,lh
eys1000740000,7,1,kiri/andm
eys1000900000,7,1,kiri/andm
eys1001360007,22,1,Ul
eys1002180008,22,1,Ul
eys1002220014,22,1,Ul
eys1002240019,22,1,Ul
eys1002400067,10,1,lh
eys1002470073,22,1,Ul
eys1003500016,20,1,Rl/ul
eys1005840028,22,1,Ul
eys1006040063,22,1,Ul
eys1006520106,22,1,Ul
eys1006570110,22,1,Ul
eys1007260031,22,1,Ul
eys1008010084,22,1,Ul
eys1008900080,19,1,
eys1009090122,26,1,rl/ul/mngl
eys1009090123,26,1,rl/ul/mngl
eys1009290179,26,1,rl/ul/mngl
eys1009400200,26,1,rl/ul/mngl
eys1009710271,26,1,rl/ul/mngl
eys1009740277,22,1,Ul
eys1009780292,26,1,rl/ul/mngl
